article_id,title,source,date,url,food_category,qwen_model_label,qwen_validation_confidence,event_count,claim_statuses,food_items,adulterants,issue_types,locations,regulatory_actions,classifier_label,classifier_score,classifier_model,accepted_triplet_count,schema_gap_count,unresolved_triplet_count,rejected_triplet_count,qwen_completed_at
oil-d02d8c31bf513f40,"Uttarakhand: A year on, mustard oil manufacturer, supplier penalised for adulteration | Dehradun News - Times of India",indiatimes.com,2022-10-17,https://timesofindia.indiatimes.com/city/dehradun/uttarakhand-a-year-on-mustard-oil-manufacturer-supplier-penalised-for-adulteration/articleshow/94903787.cms,Edible Oil,relevant_event,0.95,1,lab_confirmed,mustard oil,unspecified,adulteration,"Pauri, Uttarakhand, India",penalty,relevant,0.6180697772580839,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,7,2,2026-07-29T17:22:08Z
oil-94951aba738c80b3,"16,600 Kg Mustard Oil Seized In Vki | Jaipur News - Times of India",indiatimes.com,2022-10-14,https://timesofindia.indiatimes.com/city/jaipur/16600-kg-mustard-oil-seized-in-vki/articleshow/94848908.cms,Edible Oil,relevant_event,0.95,1,suspected,mustard oil,,adulteration,"Jaipur, Rajasthan, India",seizure,relevant,0.8785975550730426,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",0,0,0,8,2026-07-29T10:43:05Z
oil-3c8df3ffa6943fef,2500 litres of suspected adulterated cooking oil seized,thehindu.com,2022-10-12,https://www.thehindu.com/news/cities/Hyderabad/2500-litres-of-suspected-adulterated-cooking-oil-seized/article66001879.ece,Edible Oil,unclear,0.95,1,suspected,cooking oil,,adulteration | mislabeling,"Vennampalli, Karimnagar, Telangana, India",seizure | raid,relevant,0.8455905632918441,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",0,0,5,5,2026-07-29T01:27:51Z
oil-63f43befc46e25fa,FDA adopts zero-tolerance policy for edible oil sold loose and in reused tins | Nagpur News - Times of India,indiatimes.com,2022-10-04,https://timesofindia.indiatimes.com/city/nagpur/fda-adopts-zero-tolerance-policy-for-edible-oil-sold-loose-and-in-reused-tins/articleshow/94628169.cms,Edible Oil,relevant_event,0.95,1,suspected,edible oil,,substandard | adulteration,"Nagpur, Maharashtra, India",seizure,relevant,0.8549294380140151,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,2,16,2026-07-29T04:48:30Z
oil-aa814b41a4920904,Using counterfeit packaging lands Ropar trader in police net,tribuneindia.com,2022-09-16,https://www.tribuneindia.com/news/punjab/using-counterfeit-packaging-lands-trader-in-police-net-432143,Edible Oil,relevant_event,0.95,1,alleged,mustard oil,cheaper brands,substitution | mislabeling | counterfeit,"Ropar, Punjab, India",arrest | seizure,irrelevant,0.3157,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,1,0,6,2,2026-07-29T13:18:40Z
oil-4fbd8c2a2930c559,Chennai: Shop with 4.3 tonnes of blended cooking oil in sump sealed,indiatimes.com,2022-08-24,https://timesofindia.indiatimes.com/city/chennai/chennai-shop-with-4-3-tonnes-of-blended-cooking-oil-in-sump-sealed/articleshow/93741067.cms,Edible Oil,relevant_event,0.95,1,suspected,blended cooking oil,dust | sand,contamination | substandard | unsafe_food,"Chennai, Tamil Nadu, India",sealed | show-cause notice,relevant,0.7123,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,1,0,6,13,2026-07-29T03:14:58Z
oil-fc5474312cf8529f,"With Onam around, adulterated coconut oil floods Kerala market",newindianexpress.com,2022-08-23,https://www.newindianexpress.com/cities/thiruvananthapuram/2022/aug/23/with-onam-around-adulterated-coconut-oil-floods-kerala-market-2490320.html,Edible Oil,relevant_event,0.95,1,alleged,coconut oil,unknown,adulteration | substandard,"Kerala, India",ban on 166 coconut oil brands | special drives,relevant,0.8246640477375261,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",4,0,1,10,2026-07-29T22:51:13Z
oil-0db512df7c0cc7df,"Over 4,000 litre of adulterated oil seized from Chennai store",indianexpress.com,2022-08-23,https://indianexpress.com/article/cities/chennai/over-4-litre-of-adulterated-oil-seized-from-chennai-store-8107733/,Edible Oil,relevant_event,0.95,1,suspected,oil,mud | dust,adulteration | contamination,"Chennai, Tamil Nadu, India",seizure | sealing | notice issued,relevant,0.8571322894083552,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",3,0,4,8,2026-07-28T20:40:36Z
oil-f1693a0670f7b784,"Loose Cooking Oil Seized, Fir Lodged Against Proprietor | Indore News - Times of India",indiatimes.com,2022-08-18,https://timesofindia.indiatimes.com/city/indore/loose-cooking-oil-seized-fir-lodged-against-proprietor/articleshow/93627772.cms,Edible Oil,relevant_event,0.95,1,suspected,soyabean oil | cooking oil,,adulteration,"Indore, Madhya Pradesh, India",seizure | FIR lodged,relevant,0.7814203420613127,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",3,0,1,6,2026-07-29T21:51:46Z
oil-8236cb0c375f7c7f,Alcohol poisoning and edible oil fraud cases soar in India,foodnavigator-asia.com,2022-08-15,https://www.foodnavigator-asia.com/Article/2022/08/15/alcohol-poisoning-and-edible-oil-fraud-cases-soar-in-india/,Edible Oil,relevant_event,0.95,1,alleged,edible oil,adulterated oil,adulteration | counterfeit,"Rajasthan, India",confiscation,irrelevant,0.3646053693868905,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,8,21,2026-07-29T08:15:58Z
oil-722884cee1da5016,Ganj Basoda: Adulterated Oil surfaces in markets ahead of the festival season,freepressjournal.in,2022-07-29,https://www.freepressjournal.in/bhopal/ganj-basoda-adulterated-oil-surfaces-in-markets-ahead-of-the-festival-season,Edible Oil,relevant_event,0.95,1,alleged,edible oil,adulterated oil,adulteration | substitution | mislabeling,"Ganj Basoda, Madhya Pradesh, India",,relevant,0.7888174889564717,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",6,0,4,2,2026-07-29T06:20:12Z
oil-4bd4c6831e9c7077,Khargone: Edible oil worth Rs 50 lakh seized,freepressjournal.in,2022-06-22,https://www.freepressjournal.in/indore/khargone-edible-oil-worth-rs-50-lakh-seized,Edible Oil,relevant_event,0.95,1,suspected,edible oil,,mislabeling | unsafe_food,"Khargone, Madhya Pradesh, India",seizure | raid,irrelevant,0.4964872490839554,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",0,0,1,9,2026-07-29T03:05:22Z
oil-9790eee6e00c0018,"tinsukia police: Tinsukia Police Bust Oil Adulteration Racket Arrest 4, One On The Run",indiatimes.com,2022-06-05,https://timesofindia.indiatimes.com/city/guwahati/tinsukia-police-bust-oil-adulteration-racket-arrest-4-one-on-the-run/articleshow/92013793.cms,Edible Oil,unclear,0.85,1,suspected,condensate oil,condensate oil,adulteration | substitution,"Tinsukia, Assam, India",arrest | seizure,irrelevant,0.355,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,1,0,7,10,2026-07-29T10:54:31Z
oil-85127f0bde3109d3,Oil’s not well? Food safety teams smell fraud,thehindu.com,2022-04-04,https://www.thehindu.com/news/cities/Hyderabad/oils-not-well-food-safety-teams-smell-fraud/article65290089.ece,Edible Oil,relevant_event,0.85,1,suspected,edible oil,old oil,adulteration | substitution,"Telangana, India",sampling,relevant,0.8715256357618476,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",8,0,3,8,2026-07-29T08:25:49Z
oil-09a4e4c4bd7a4ed0,"Vigilance Continues Raids, Monitors Edible Oil Trade | Vijayawada News - Times of India",indiatimes.com,2022-03-21,https://timesofindia.indiatimes.com/city/vijayawada/vigilance-continues-raids-monitors-edible-oil-trade/articleshow/90341966.cms,Edible Oil,relevant_event,0.95,1,alleged,edible oil,spurious oil,adulteration | substandard,"Vijayawada, Krishna, Andhra Pradesh, India",registration of criminal cases,irrelevant,0.4831315027247889,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,3,6,2026-07-28T19:49:58Z
oil-3aa9d09717e53c24,Visakhapatnam: Traders find new ways to strike a deal,thehansindia.com,2022-03-12,https://www.thehansindia.com/news/cities/visakhapatnam/visakhapatnam-traders-find-new-ways-to-strike-a-deal-733011,Edible Oil,unclear,0.85,1,suspected,edible oil,,mislabeling,"Visakhapatnam, Andhra Pradesh, India",raid | seizure | case_filed,irrelevant,0.2845,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,1,0,7,11,2026-07-29T01:16:29Z
oil-f9acf1c32c4becc3,Suspected adulterated oil,thehindu.com,2022-03-02,https://www.thehindu.com/news/cities/Tiruchirapalli/food-safety-officials-crack-the-whip-on-adulteration-of-edible-oil-in-tiruchi/article65183634.ece,Edible Oil,relevant_event,0.95,1,suspected,groundnut oil | gingelly oil,palm oil | rice bran oil,adulteration | substitution | dilution,"Woraiyur, India",stop sale order,relevant,0.9306742881971514,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",5,0,6,5,2026-07-29T22:42:23Z
oil-08837290b8f04c6c,"Maha govt, FDA crack down on oil manufacturers to check on adulteration",indiatimes.com,2022-01-28,https://economictimes.indiatimes.com/industry/cons-products/food/maha-govt-fda-crack-down-on-oil-manufacturers-to-check-on-adulteration/articleshow/89178574.cms,Edible Oil,relevant_event,0.95,1,suspected,sunflower oil | palm oil,palm oil,adulteration | substitution,"Mumbai, Navi Mumbai, Maharashtra, India",raid,relevant,0.680249171962088,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,0,8,2026-07-28T19:20:16Z
oil-73603e3fbe5b2e10,185 spurious mustard oil cans seized in Burrabazar | Kolkata News - Times of India,indiatimes.com,2021-11-27,https://timesofindia.indiatimes.com/city/kolkata/185-spurious-mustard-oil-cans-seized-in-burrabazar/articleshow/87938067.cms,Edible Oil,relevant_event,0.95,1,suspected,mustard oil,rice bran oil,adulteration | substitution,"Kolkata, West Bengal, India",raid | seizure | detention,relevant,0.8510212505655528,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",4,0,18,6,2026-07-29T06:28:16Z
oil-bd1df718191f8f6e,Tribunal slaps Rs 2 lakh fine on oil producer,newindianexpress.com,2021-11-06,https://www.newindianexpress.com/cities/thiruvananthapuram/2021/nov/06/tribunal-slaps-rs-2-lakh-fine-on-oil-producer-2380042.html,Edible Oil,relevant_event,0.95,1,unclear,coconut oil,,substandard,"Kunnathunadu panchayat, Ernakulam, Kerala, India",Rs 2 lakh fine,,,,3,0,2,5,2026-07-29T14:52:22Z
oil-d2df8ab69303fb55,FDA urges caution while buying Diwali sweets,indiatimes.com,2021-10-27,https://timesofindia.indiatimes.com/city/kolhapur/fda-urges-caution-while-buying-diwali-sweets/articleshow/87286991.cms,Edible Oil,relevant_event,0.95,1,suspected,cooking oil,,adulteration | substandard,"Sangli, Maharashtra, India",raid | seizure,,,,1,0,2,5,2026-07-29T17:40:22Z
oil-66b89ef48f4536a9,"Indore: In ongoing war against adulteration, 3K lt edible oil seized from two units",freepressjournal.in,2021-09-26,https://www.freepressjournal.in/indore/indore-in-ongoing-war-against-adulteration-3k-lt-edible-oil-seizedfrom-two-units,Edible Oil,relevant_event,0.95,1,suspected,edible oil,,adulteration,"Indore, Madhya Pradesh, India",raid | seizure,relevant,0.752403651074907,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",0,0,3,6,2026-07-29T05:33:02Z
oil-f6b072d5d5fbfb2a,"With pics - Arsh – FCS + FCS2 STRAP: Drive against ‘adulteration mafia’ in Indore: District FCS raids edible oil factory, petrol pump",freepressjournal.in,2021-09-25,https://www.freepressjournal.in/indore/with-pics-arsh-fcs-fcs2strapdrive-against-adulteration-mafia-in-indore-district-fcs-raids-edible-oil-factory-petrol-pump,Edible Oil,unclear,0.85,1,suspected,edible oil | mustard oil | groundnut oil | soybean oil | sunflower oil,,adulteration | substandard | mislabeling,"Indore, Madhya Pradesh, India",seizure | raid,relevant,0.7114987760993686,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",0,0,7,13,2026-07-29T22:27:26Z
oil-9ab1d36fc93cf95c,Kurnool police arrest five member gang involved in selling fake oils and tea powders using fake labels of top FMCGs,indiatimes.com,2021-09-06,https://timesofindia.indiatimes.com/city/amaravati/kurnool-police-arrest-five-member-gang-involved-in-selling-fake-oils-and-tea-powders-using-fake-labels-of-top-fmcgs/articleshow/85978555.cms,Edible Oil,relevant_event,0.95,1,alleged,coconut oil,,counterfeit | mislabeling,"Kurnool, Andhra Pradesh, India",arrest | seizure | case registration,relevant,0.5533,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,2,0,3,10,2026-07-29T11:02:55Z
oil-f96a10806285c261,Three of family die of dropsy over 10 days,indiatimes.com,2021-08-06,https://timesofindia.indiatimes.com/city/rajkot/three-of-family-die-of-dropsy-over-10-days/articleshow/85079434.cms,Edible Oil,relevant_event,0.92,1,suspected,mustard oil,adulterated mustard oil,adulteration | unsafe_food,"Palanpur, Banaskantha, Gujarat, India",,irrelevant,0.3388,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,1,0,1,3,2026-07-29T22:34:55Z
oil-e8284ce4427f4e60,"Indore: Edible oil worth Rs 9.90L seized from Palda area, 11 samples taken from factory",freepressjournal.in,2021-07-23,https://www.freepressjournal.in/indore/indore-edible-oil-worth-rs-990l-seized-from-palda-area-11-samples-taken-from-factory,Edible Oil,unclear,0.85,1,suspected,edible oil | surya coconut oil | halo refined sunflower oil | halo refined soyabean oil | siddha baba refined soyabean oil,,mislabeling | substandard,"Indore, Madhya Pradesh, India",seizure | inspection,relevant,0.6592694272791453,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",0,0,9,11,2026-07-29T20:57:05Z
oil-dbc8c7a43b8925ba,"Madhya Pradesh: Pulse mills, hotels and grocery shops inspected; samples collected for testing",freepressjournal.in,2021-07-17,https://www.freepressjournal.in/indore/madhya-pradesh-pulse-mills-hotels-and-grocery-shops-inspected-samples-collected-for-testing,Edible Oil,relevant_event,0.95,1,pending_test,cooking oil,total polar materials,substandard | contamination,"Barwani, Madhya Pradesh, India",destroyed,,,,1,0,4,15,2026-07-29T19:09:10Z
oil-f5b6386895404f0b,Epidemic dropsy claims two lives in Gujarat's Banaskantha,indiatimes.com,2021-06-19,https://timesofindia.indiatimes.com/city/rajkot/dropsy-claims-two-lives-in-banaskantha/articleshow/83648909.cms,Edible Oil,unclear,0.85,1,suspected,mustard oil,,adulteration | contamination,"Gundri, Banaskantha, Gujarat, India",medical observation,relevant,0.7722,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,0,0,2,7,2026-07-29T22:23:09Z
oil-5ac9372e2a178a90,"Nagpur: Adulterated edible oil racket busted, 3 booked | Nagpur News - Times of India",indiatimes.com,2021-06-17,https://timesofindia.indiatimes.com/city/nagpur/adulterated-edible-oil-racket-busted-3-booked/articleshow/83588940.cms,Edible Oil,relevant_event,0.95,1,alleged,edible oil,impure edible oil,adulteration | counterfeit | mislabeling,"Nagpur, Maharashtra, India",booking of three persons | seizure of adulterated oil,relevant,0.8942772848383711,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,4,5,2026-07-29T03:32:19Z
oil-4877f76e174824e5,Patanjali mustard oil found to be of substandard food quality: Rajasthan govt,indiatoday.in,2021-06-10,https://www.indiatoday.in/india/rajasthan/story/patanjali-mustard-oil-substandard-quality-rajasthan-govt-1812995-2021-06-10?utm_source=rss,Edible Oil,relevant_event,0.95,1,alleged,mustard oil,,substandard,"Alwar, Rajasthan, India",raid on Singhania oil mill,relevant,0.7685099387027947,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",4,0,2,9,2026-07-29T02:42:10Z
oil-a776d4d8a8c71497,Adulteration in edible oil detected ,thehindu.com,2021-04-22,https://www.thehindu.com/news/cities/Tiruchirapalli/adulteration-in-edible-oil-detected/article34386473.ece,Edible Oil,relevant_event,0.95,1,suspected,refined sunflower oil | palm oil,palm oil,adulteration | substitution | mislabeling,"Tiruchi, Tamil Nadu, India",suspend operations | seizure,relevant,0.942019995967352,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,2,6,2026-07-29T13:04:56Z
oil-13fd5c31e278a577,"Adulteration found in paneer, mustard oil & honey in Doon | Dehradun News - Times of India",indiatimes.com,2021-03-23,https://timesofindia.indiatimes.com/city/dehradun/adulteration-found-in-paneer-mustard-oil-honey-in-doon/articleshow/81638388.cms,Edible Oil,unclear,0.95,1,unclear,mustard oil,,adulteration,"Dehradun, Uttarakhand, India",,irrelevant,0.4492838459400656,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",0,0,4,6,2026-07-28T21:16:20Z
oil-7885df1b5e223e8b,Mumbai: Over 50% edible oils seized in raids found non-certified,freepressjournal.in,2021-02-02,https://www.freepressjournal.in/mumbai/mumbai-over-50-edible-oils-seized-in-raids-found-non-certified,Edible Oil,relevant_event,0.95,1,pending_test,mustard oil | peanut oil | sunflower oil | palm oil,,substandard | mislabeling,"Mumbai, Thane, Maharashtra, India",seizure | inspection,relevant,0.7366998079318416,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",4,0,3,3,2026-07-29T07:19:12Z
oil-f138f57de764f810,Madhya Pradesh: Oil factory owner in Indore arrested for packing palm oil in branded soyabean oil packets,freepressjournal.in,2021-01-09,https://www.freepressjournal.in/indore/madhya-pradesh-oil-factory-owner-in-indore-arrested-for-packing-palm-oil-in-branded-soyabean-oil-packets,Edible Oil,relevant_event,0.95,1,alleged,soyabean oil | palm oil,palm oil,substitution | mislabeling | substandard,"Indore, Madhya Pradesh, India",arrest | case_registered,irrelevant,0.2412010330769901,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,4,4,2026-07-29T21:48:24Z
oil-992710122346e1a9,15000 litres of adulterated cooking oil seized by FSSAI,timesofindia.indiatimes.com,2019-07-01,https://timesofindia.indiatimes.com/life-style/food-news/15000-litres-of-adulterated-cooking-oil-seized-by-fssai/photostory/70872567.cms,Edible Oil,unclear,0.95,1,suspected,groundnut oil | coconut oil | sunflower oil | refined palm olein,refined palm olein,adulteration | substitution | dilution,"Coimbatore, Tamil Nadu, India",seizure | warehouse sealed,relevant,0.820154357945758,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",0,0,4,16,2026-07-29T10:59:57Z
