corpus,food,adulterant_or_substitute,specific_candidate,triplet_rows,distinct_sources,mean_confidence,median_confidence,minimum_confidence,maximum_confidence,confidence_weighted_source_support,rows_confidence_ge_0_80,rows_confidence_ge_0_90,surface_forms,example_source_id,example_url,example_evidence
News,Ghee,refined oils,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,refined oils (1),a731f3d3-1c7d-4a3b-8fed-a18e0d0cfa0f,https://www.thehansindia.com/news/national/delhi-police-bust-illegal-adulterated-desi-ghee-factory-in-bawana-two-held-1019332,manufacturing adulterated 'desi ghee'... using refined oils
News,Ghee,scent,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,scent (1),0aa842b8-1ac9-4243-a8b6-5d98d32d6089,https://www.freepressjournal.in/bhopal/madhya-pradesh-man-held-for-selling-adulterated-ghee,scent which was mixed with adulterated ghee
News,Ghee,sunflower fat,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,sunflower fat (1),milk-373237b4ee3b0c64,https://www.hindustantimes.com/india-news/centre-steps-in-as-row-over-tirupati-laddus-explodes-101726860004856.html,"presence of foreign fats such as soybean, sunflower, palm kernel fat"
News,Ghee,synthetic fake ghee,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,synthetic fake ghee (1),cf35dad3-c846-4c5e-91db-577efd256f78,https://timesofindia.indiatimes.com/city/amaravati/ttd-laddu-ghee-adulteration-case-cbi-sit-files-chargesheet-names-36-accused/articleshow/127362854.cms,supplied 68 lakh kg of synthetic fake ghee
News,Ghee,synthetic flavors,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,synthetic flavors (1),734b6c2c-779f-41a6-9fed-a24f7fb1be07,https://timesofindia.indiatimes.com/life-style/food-news/pure-desi-ghee-benefits-nutrition-and-how-to-detect-adulteration-at-home/articleshow/125913436.cms,and synthetic flavors
News,Ghee,synthetic flavouring agents,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,synthetic flavouring agents (1),67c4a0dd-5f32-4dde-b733-4a4a9e5dfafb,https://timesofindia.indiatimes.com/life-style/food-news/fsda-declares-6-desi-ghee-brands-unsafe-how-to-check-ghee-purity-and-the-easiest-way-to-make-ghee-at-home/articleshow/130544411.cms,The common adulterants used in ghee are ... synthetic flavouring agents
News,Ghee,synthetic material,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,synthetic material (1),0af3703f-23ec-4f8f-a1b6-45b4adb68b12,https://www.deccanchronicle.com/southern-states/andhra-pradesh/sit-chargesheet-in-laddu-ghee-case-sparks-political-sparring-in-tirupati-1933889,material supplied was not ghee but a chemical-based synthetic product
News,Ghee,trans fats,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,trans fats (1),b86289f8-e1d8-468e-9c0b-9b3c6aa538d5,https://economictimes.indiatimes.com/magazines/panache/olive-mustard-ghee-or-coconut-oil-gurgaon-doctor-explains-which-oil-to-use-and-avoid-one-that-costs-5-lakh-lives-a-year/articleshow/125295490.cms,trans fats—commonly found in hydrogenated oils like cheap vanaspati ghee
News,Ghee,vegetable refined oil,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,vegetable refined oil (1),1df33743-1016-49ce-981b-862125c0893f,https://timesofindia.indiatimes.com/city/kanpur/life-imprisonment-for-selling-duplicate-ghee-of-prominent-brands-in-kanpur/articleshow/108536721.cms,add butter flavour in vegetable refined oil to prepare desi ghee
News,Ghee,yellow chemical colour,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,yellow chemical colour (1),c8ddee14-df38-49aa-9d85-a7c6b34273a6,https://www.newindianexpress.com/states/odisha/2021/jan/08/poison-on-the-plate-markets-see-rise-in-fake-food-products-2247212.html,"spurious ghee is a heady mix of palm oil, vanaspati and yellow chemical colour"
News,Ghee,yellow colouring,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,yellow colouring (1),f392755d-eeca-465c-a865-90cda923db62,https://timesofindia.indiatimes.com/life-style/food-news/fake-desi-ghee-factory-busted-in-punjab-how-exactly-is-fake-ghee-made-and-how-to-spot-it/articleshow/124737410.cms,whisking in yellow colouring
News,Khoya/mawa,artificial flavors,True,2,1,0.9,0.9,0.9,0.9,0.9,2,2,artificial flavors (2),79f059b8-00b2-4345-ad46-440c7bc371df,https://www.freepressjournal.in/indore/madhya-pradesh-adulterated-khoya-ghee-seized-from-unhel-dairy-farm,khoya was being manufactured by adding artificial flavors
News,Khoya/mawa,fake khoya,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,fake khoya (1),milk-244bdc2b0ea18527,https://thelogicalindian.com/festive-sweets-and-hidden-risks-why-adulterated-food-returns-every-holi-diwali-in-indian-markets/,"seized around 1,400 kilograms of fake khoya"
News,Khoya/mawa,fake mawa,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,fake mawa (1),milk-4da0f46536be22b5,https://timesofindia.indiatimes.com/city/bhopal/bhopal-second-safest-when-it-comes-to-eating-outside/articleshow/100887386.cms,seizure of fake mawa
News,Khoya/mawa,food colour,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,food colour (1),oil-efa17f7ff744c18c,https://timesofindia.indiatimes.com/city/indore/300kg-of-adulterated-mawa-seized-in-ujjain-ahead-of-diwali/articleshow/114594281.cms,"Milk powder, palm oil, vegetable oil, and food colour were the adulterants in the seized mawa."
News,Khoya/mawa,oil adulterants,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,oil adulterants (1),oil-6372c7f13587aacf,https://timesofindia.indiatimes.com/city/jaipur/over-24000-kg-adulterated-food-items-seized-ahead-of-holi/articleshow/119088657.cms,mawa found to contain oil adulterants
News,Khoya/mawa,packaged multigrain bread,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,packaged multigrain bread (1),c0b138ca-a4a9-49d0-abbd-02e4f2a303ff,https://timesofindia.indiatimes.com/life-style/food-news/1500-kg-fake-paneer-and-mawa-seized-in-ghaziabad-8-smart-alternatives-for-popular-dishes-for-the-holi-celebration/photostory/128815903.cms,replace it with packaged multigrain bread
News,Khoya/mawa,potato,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,potato (1),69484d5a-63ba-4099-aa9b-77fa7ebc2c9f,https://timesofindia.indiatimes.com/city/patna/over-500kg-adulterated-paneer-seized-by-food-safety-and-drug-administration/articleshow/118985802.cms,Adding potato or sweet potato for starch and mixing milk powder in mawa is not permitted
News,Khoya/mawa,soap,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,soap (1),8d207b3c-d7d6-4776-a05d-ec3f854e4f5e,https://www.financialexpress.com/life/lifestyle-worried-about-adulterated-diwali-sweets-dietitian-on-how-to-recognise-fake-khoya-4011313/,"it could have starch, detergent, or soap in it"
News,Khoya/mawa,sweet potato,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,sweet potato (1),69484d5a-63ba-4099-aa9b-77fa7ebc2c9f,https://timesofindia.indiatimes.com/city/patna/over-500kg-adulterated-paneer-seized-by-food-safety-and-drug-administration/articleshow/118985802.cms,Adding potato or sweet potato for starch and mixing milk powder in mawa is not permitted
News,Khoya/mawa,synthetic materials,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,synthetic materials (1),f3307bb9-ecd5-4da7-ab4d-7da66a93aee4,https://www.freepressjournal.in/bhopal/beware-before-buying-raksha-bandhan-sweets-over-400-places-making-adulterated-mawa-in-madhya-pradesh-check-how-to-test-real-vs-fake,starch and synthetic materials are added
News,Khoya/mawa,synthetic milk,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,synthetic milk (1),f3307bb9-ecd5-4da7-ab4d-7da66a93aee4,https://www.freepressjournal.in/bhopal/beware-before-buying-raksha-bandhan-sweets-over-400-places-making-adulterated-mawa-in-madhya-pradesh-check-how-to-test-real-vs-fake,"adulterated mawa, synthetic milk and other artificial ingridients"
News,Khoya/mawa,unknown adulterant in khoya,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,unknown adulterant in khoya (1),oil-fc714f38909e4348,https://timesofindia.indiatimes.com/city/noida/dry-fruit-oil-traders-under-scanner-ahead-of-rakshabandhan/articleshow/123103360.cms,destroyed 35 kg of adulterated khoya
News,Milk,adulterant_in_milk_sample,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,Adulterant_in_milk_sample (1),milk-acefcbd052053c37,https://www.hindustantimes.com/cities/mumbai-news/fda-returns-1-900-litres-of-adulterated-milk-101694803584899.html,one sample was adulterated
News,Milk,antibiotic residue,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,antibiotics (1),milk-7500479cf94d3e8b,https://www.thehansindia.com/business/sids-farm-launches-awareness-campaign-on-pure-milk-730433,Significant portions of antibiotics are released through the milk of dairy animals
News,Milk,artificial sweeteners,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,artificial sweeteners (1),oil-5833ed5c8ef2f839,https://timesofindia.indiatimes.com/city/meerut/6500kg-of-spurious-milk-and-paneer-seized-owner-arrested/articleshow/117339880.cms,mix artificial sweeteners and flavours in the chemicals
News,Milk,bovine tuberculosis,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,bovine tuberculosis (1),milk-06dc77247b5c75c4,https://timesofindia.indiatimes.com/blogs/seeing-the-invisible/milk-won-the-battle-against-measles-long-before-antibiotics-and-vaccines-part-2/,"Bulk milk transported to cities had all kinds of bacteria including of diphtheria, septic sore throat, typhoid and bovine tuberculosis"
News,Milk,campylobacter,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,Campylobacter (1),milk-c8d247f8a136d400,https://economictimes.indiatimes.com/news/web-stories/8-bacteria-you-might-be-eating-every-day-but-shouldnt/slideshow/122494392.cms,"Found in: raw poultry, unpasteurised milk, untreated water"
News,Milk,campylobacter jejuni,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,Campylobacter jejuni (1),milk-7ad5f827a3ae30fe,https://www.dnaindia.com/health/report-guillain-barre-syndrome-cases-surge-in-pune-know-its-causes-symptoms-and-more-3129263,caused by consuming ... unpasteurized milk
News,Milk,colourless liquid,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,colourless liquid (1),oil-829d382c68663635,https://timesofindia.indiatimes.com/city/nashik/nashik-fda-cracks-down-on-adulterated-food-items-oil/articleshow/105082876.cms,adulterating milk with the help of milk powder and colourless liquid
News,Milk,coolant oil,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,coolant oil (1),milk-e684b29654db6793,https://www.thehansindia.com/andhra-pradesh/illegal-dairy-unit-sealed-after-fatal-milk-adulteration-incident-1051609,compounded by coolant oil leakage from a refrigerator
News,Milk,diphtheria bacteria,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,diphtheria bacteria (1),milk-06dc77247b5c75c4,https://timesofindia.indiatimes.com/blogs/seeing-the-invisible/milk-won-the-battle-against-measles-long-before-antibiotics-and-vaccines-part-2/,Bulk milk transported to cities had all kinds of bacteria including of diphtheria
News,Milk,embalming powder,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,embalming powder (1),milk-1d6bd107ac18c5e2,https://indianexpress.com/article/cities/ahmedabad/woman-arrested-for-killing-3-year-old-son-in-ahmedabad-7452937/,mixed the powder in milk
News,Milk,expired milk powder,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,expired milk powder (1),milk-d1fcc18c1d80bd0a,https://www.thehansindia.com/andhra-pradesh/synthetic-milk-threat-prompts-tight-checks-1051605,producing artificial milk by blending expired milk powder
News,Milk,intoxicants,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,intoxicants (1),milk-424bc02828430f1c,https://www.opindia.com/2024/05/muslim-mehar-jahan-burns-private-part-husband-mannan-zaidi-uttar-pradesh-arrested/,milk which was spiked with intoxicants
News,Milk,listeria,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,Listeria (1),milk-c8d247f8a136d400,https://economictimes.indiatimes.com/news/web-stories/8-bacteria-you-might-be-eating-every-day-but-shouldnt/slideshow/122494392.cms,"Found in: cold cuts, unpasteurised milk, soft cheeses"
News,Milk,m seal,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,M-Seal (1),milk-4fc822d8d49e72c8,https://www.andhrajyothy.com/2026/andhra-pradesh/visakhapatnam/rajahmundry-adulterated-milk-tragedy-ethylene-glycol-poisoning-confirmed-in-forensic-report-erk-1501464.html,పాలను నిలవడానికి ఫారా లాంటి రసాయనాలతో పాటు M-Seal తో కూడా
News,Milk,mineral oils,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,mineral oils (1),milk-7e13b24dc1c7f107,https://www.hindustantimes.com/cities/delhi-news/delhi-govt-to-intensify-checks-on-food-adulteration-amid-festive-season-101728844051312.html,"milk and milk products having detergents, oils, urea, mineral oils"
News,Milk,oil,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,oil (1),milk-e684b29654db6793,https://www.thehansindia.com/andhra-pradesh/illegal-dairy-unit-sealed-after-fatal-milk-adulteration-incident-1051609,"adulteration with urea, detergent powder, and oil to thicken milk"
News,Milk,optical whitening agents,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,optical whitening agents (1),oil-3bec1e0efecfc3d5,https://timesofindia.indiatimes.com/city/agra/adulterated-dairy-products-seized-in-mathura-aligarh/articleshow/124639650.cms,"samples revealed chemicals like poster colour, optical whitening agents"
News,Milk,plastic froth,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,plastic froth (1),oil-35fe5cda0dc33cbb,https://www.freepressjournal.in/bhopal/mp-over-5500-ltr-of-adulterated-milk-seized-from-dairy-in-bhind-case-registered,"seized around 5500 liters of adulterated and non-standard milk in two tankers, 50 kg RM and plastic froth from the spot"
News,Milk,poster colour,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,poster colour (1),oil-3bec1e0efecfc3d5,https://timesofindia.indiatimes.com/city/agra/adulterated-dairy-products-seized-in-mathura-aligarh/articleshow/124639650.cms,samples revealed chemicals like poster colour
News,Milk,preservatives,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,preservatives (1),milk-fbd10ca791d9f631,https://www.deccanchronicle.com/southern-states/andhra-pradesh/vigil-intensifies-amid-adulterated-milk-scare-in-tirupati-chittoor-districts-1939653,"preservatives and neutralisers are used, so that the milk does not spoil quickly"
News,Milk,septic sore throat bacteria,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,septic sore throat bacteria (1),milk-06dc77247b5c75c4,https://timesofindia.indiatimes.com/blogs/seeing-the-invisible/milk-won-the-battle-against-measles-long-before-antibiotics-and-vaccines-part-2/,"Bulk milk transported to cities had all kinds of bacteria including of diphtheria, septic sore throat"
News,Milk,soap solution,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,soap solution (1),oil-08739343ef4cafb5,https://www.freepressjournal.in/mumbai/detergent-urea-refined-oil-alleged-milk-adulteration-racket-busted-in-mumbais-andheri-viral-video-reveals-shocking-details,"substances such as detergent powder, urea, soap solution, refined oil and other synthetic chemicals are being mixed to create milk-like liquid"
News,Milk,soybean based milk,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,soybean-based milk (1),oil-3bec1e0efecfc3d5,https://timesofindia.indiatimes.com/city/agra/adulterated-dairy-products-seized-in-mathura-aligarh/articleshow/124639650.cms,"samples revealed chemicals like poster colour, optical whitening agents, and soybean-based milk"
News,Milk,sucrose,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,sucrose (1),2bc11203-0268-4c4a-9fe6-c168449ca3cf,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,"glucose and sucrose were used to improve sweetness, density and mouthfeel"
News,Milk,synthetic oils,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,synthetic oils (1),dc0f107c-d6af-40f2-b8fd-d6a8264071a5,https://www.thequint.com/news/breaking-news/cbi-finds-no-animal-fat-tirupati-ghee,adulterated ghee made from synthetic oils and chemicals without a trace of milk
News,Milk,typhoid bacteria,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,typhoid bacteria (1),milk-06dc77247b5c75c4,https://timesofindia.indiatimes.com/blogs/seeing-the-invisible/milk-won-the-battle-against-measles-long-before-antibiotics-and-vaccines-part-2/,"Bulk milk transported to cities had all kinds of bacteria including of diphtheria, septic sore throat, typhoid"
News,Mustard oil,argemone mexicana,True,3,1,0.9,0.9,0.85,0.95,0.95,3,2,Argemone mexicana (3),oil-e1aa62675070cacd,https://www.hindustantimes.com/cities/chandigarh-news/argemone-poisoning-claims-life-in-jawalamukhi-alert-sounded-in-hp-s-kangra-101668798072979.html,edible oils adulterated with Argemone mexicana
News,Mustard oil,artificial allyl isothiocyanate,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,artificial allyl isothiocyanate (1),milk-74d1d6aaa4ade7cf,https://indianexpress.com/article/upsc-current-affairs/upsc-key-indus-waters-treaty-food-adulteration-and-antitrust-laws-9963906/,artificial allyl isothiocyanate are added to mustard oil
News,Mustard oil,cyanide,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,cyanide (1),af478a64-49c5-4253-b271-591bf8a3ce97,https://timesofindia.indiatimes.com/life-style/food-news/mustard-oil-adulterated-with-heart-unhealthy-palm-oil-3-simple-tests-to-find-out/photostory/120931401.cms,"The authenticity of mustard oil and soybean oil is frequently compromised through the intentional addition of extraneous substances, including cyanide"
News,Mustard oil,groundnut oil,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,groundnut oil (1),oil-89e415114ffbdc77,https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/,soybean and groundnut containing cheap cotton seed oil
News,Mustard oil,karanja oil,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,Karanja oil (1),af478a64-49c5-4253-b271-591bf8a3ce97,https://timesofindia.indiatimes.com/life-style/food-news/mustard-oil-adulterated-with-heart-unhealthy-palm-oil-3-simple-tests-to-find-out/photostory/120931401.cms,"intentional addition of extraneous substances, including cyanide, mineral oil, karanja oil"
News,Mustard oil,linseed oil,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,linseed oil (1),af478a64-49c5-4253-b271-591bf8a3ce97,https://timesofindia.indiatimes.com/life-style/food-news/mustard-oil-adulterated-with-heart-unhealthy-palm-oil-3-simple-tests-to-find-out/photostory/120931401.cms,"including cyanide, mineral oil, karanja oil, Argemone oil, and linseed oil"
News,Mustard oil,mineral oil,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,Mineral oil (1),af478a64-49c5-4253-b271-591bf8a3ce97,https://timesofindia.indiatimes.com/life-style/food-news/mustard-oil-adulterated-with-heart-unhealthy-palm-oil-3-simple-tests-to-find-out/photostory/120931401.cms,Mineral oil... are often mixed into edible oils
News,Mustard oil,refined rice bran oil,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,refined rice bran oil (1),oil-d7ec006e22e070de,https://www.hindustantimes.com/cities/chandigarh-news/punjab-haryana-high-court-asks-centre-if-there-are-plans-to-open-more-labs-to-check-cooking-oil-adulteration-101734204296975.html,selling 'refined rice bran oil' as 'mustard oil'
News,Mustard oil,white oil,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,white oil (1),oil-89e415114ffbdc77,https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/,"The adulteration is due to yellow colour i.e. Metanil yellow, white oil"
News,Palm oil,acetic acid ester,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,Acetic Acid Ester (1),e53f3cca-ca53-449c-9f09-737f317fb169,https://www.thehindubusinessline.com/news/tirumala-laddu-scam-68-lakh-kg-of-adulterated-ghee-supplied-to-ttd-says-cbi/article70267120.ece,"supplied monoglycerides and Acetic Acid Ester in the name of coconut oil, palm oil"
News,Palm oil,beef tallow,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,beef tallow (1),milk-98c286a80fe6e65c,https://www.thehindubusinessline.com/news/adulterated-ghee-concerns-over-substandard-feedstock-slipping-through-lab-checks/article68724490.ece,mixing beef tallow to maintain the BR
News,Palm oil,carrot extract,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,carrot extract (1),7855cb39-b177-4d3b-bd72-0a18afd5415b,https://www.thehindu.com/sci-tech/science/carrot-extract-can-make-fake-ghee-dodge-quality-test-study/article71044902.ece,fortified samples of lard and palm oil with carotenoids extracted from carrots
News,Palm oil,monoglycerides,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,monoglycerides (1),e53f3cca-ca53-449c-9f09-737f317fb169,https://www.thehindubusinessline.com/news/tirumala-laddu-scam-68-lakh-kg-of-adulterated-ghee-supplied-to-ttd-says-cbi/article70267120.ece,"supplied monoglycerides and Acetic Acid Ester in the name of coconut oil, palm oil"
News,Palm oil,total polar compound,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,Total Polar Compound (1),oil-3667d1bf7abe81ff,https://www.deccanchronicle.com/southern-states/telangana/hyderabad-food-safety-dept-seizes-unsafe-cooking-oil-from-burger-king-outlet-1827348,palm oil used for frying non-vegetarian items were found with Total Polar Compound (TPC) value beyond the permissible limit
News,Palm oil,total polar compounds,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,Total Polar Compounds (1),oil-fce8e94a4d2c92b5,https://www.freepressjournal.in/viral/mcdonalds-outlet-in-jaipur-under-scanner-after-food-safety-violations-found-during-surprise-check-40-liters-of-oil-40-kgs-rotten-tomatoes-destroyed,cooking oil used for frying food had crossed safe consumption limits
News,Paneer,acid,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,acid (1),oil-bb57b3c1eeeba532,https://www.tribuneindia.com/news/punjab/alert-over-adulterated-milk-items-15-samples-fail-test-560194,"paneer was prepared by mixing refined oil, detergent, urea and treated with acid"
News,Paneer,bacteria,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,bacteria (1),milk-743614fce3b7e2f3,https://www.news18.com/lifestyle/food/starch-oil-and-bacteria-is-your-paneer-slowly-poisoning-you-9322651.html,"paneer, dahi, burfi, and mithai, often show high levels of bacteria"
News,Paneer,baking powder,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,baking powder (1),oil-50e40c8b74e2a126,https://www.hindustantimes.com/cities/others/ahead-of-festive-season-adulterated-paneer-milk-and-oil-raise-alarms-for-food-safety-in-lucknow-101693406351671.html,"create paneer from a concoction of maida, palm oil, baking powder"
News,Paneer,bicarbonate of soda,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,bicarbonate of soda (1),oil-50e40c8b74e2a126,https://www.hindustantimes.com/cities/others/ahead-of-festive-season-adulterated-paneer-milk-and-oil-raise-alarms-for-food-safety-in-lucknow-101693406351671.html,"harmful additives like detergent, bicarbonate of soda, and sulfuric acid"
News,Paneer,calcium hydroxide,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,calcium hydroxide (1),oil-8f45905bd6187827,https://timesofindia.indiatimes.com/city/gurgaon/haryana-govt-tightens-food-safety-inspections-before-festive-rush/articleshow/123954497.cms,"fake paneer made using soybean, palm oil, and even chuna (calcium hydroxide) instead of milk"
News,Paneer,formalin/formaldehyde,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,formalin (1),08675130-4804-4198-9157-40e7f9a9d248,https://timesofindia.indiatimes.com/life-style/food-news/702-food-samples-revealed-paneer-as-the-most-adulterated-product/articleshow/120175050.cms,Excessive Preservatives or Formalin: This is used to increase the shelf life of paneer
News,Paneer,low quality oils,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,low-quality oils (1),oil-5833ed5c8ef2f839,https://timesofindia.indiatimes.com/city/meerut/6500kg-of-spurious-milk-and-paneer-seized-owner-arrested/articleshow/117339880.cms,added palm oil or low-quality oils
News,Paneer,oils,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,oils (1),milk-a7f36435a3e104df,https://www.hindustantimes.com/cities/lucknow-news/fsda-seizes-4-810kg-adulterated-paneer-on-lko-agra-expressway-destroys-it-101745263017242.html,oils and other fatty ingredients were added
News,Paneer,pathogens,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,pathogens (1),milk-743614fce3b7e2f3,https://www.news18.com/lifestyle/food/starch-oil-and-bacteria-is-your-paneer-slowly-poisoning-you-9322651.html,"paneer... often show high levels of bacteria, fungus, and even pathogens"
News,Paneer,saccharin,True,2,1,0.9,0.9,0.85,0.95,0.95,2,1,saccharin (2),milk-9011862105e10246,https://www.freepressjournal.in/india/watch-uttar-pradesh-food-safety-team-busts-2500-kg-fake-paneer-over-13000-litres-counterfeit-bottled-water-fssai-releases-shocking-video,harmful substances like synthetic colours and saccharin
News,Paneer,soybean,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,soybean (1),oil-8f45905bd6187827,https://timesofindia.indiatimes.com/city/gurgaon/haryana-govt-tightens-food-safety-inspections-before-festive-rush/articleshow/123954497.cms,fake paneer made using soybean
News,Paneer,sulfuric acid,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,sulfuric acid (1),oil-50e40c8b74e2a126,https://www.hindustantimes.com/cities/others/ahead-of-festive-season-adulterated-paneer-milk-and-oil-raise-alarms-for-food-safety-in-lucknow-101693406351671.html,"harmful additives like detergent, bicarbonate of soda, and sulfuric acid"
News,Paneer,synthetic colours,True,2,1,0.9,0.9,0.85,0.95,0.95,2,1,synthetic colours (2),milk-9011862105e10246,https://www.freepressjournal.in/india/watch-uttar-pradesh-food-safety-team-busts-2500-kg-fake-paneer-over-13000-litres-counterfeit-bottled-water-fssai-releases-shocking-video,harmful substances like synthetic colours
News,Paneer,tofu,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,tofu (1),c0b138ca-a4a9-49d0-abbd-02e4f2a303ff,https://timesofindia.indiatimes.com/life-style/food-news/1500-kg-fake-paneer-and-mawa-seized-in-ghaziabad-8-smart-alternatives-for-popular-dishes-for-the-holi-celebration/photostory/128815903.cms,replace it with tofu
News,Tirupati laddu,chemically treated ghee,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,Chemically Treated Ghee (1),milk-badc57c3ebacce2c,https://www.deccanchronicle.com/southern-states/andhra-pradesh/probe-says-over-20-crore-spurious-tirumala-laddus-sold-between-20192024-1918657,contained synthetic and chemically treated ghee
News,Tirupati laddu,soya bean fat,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,soya bean fat (1),aed9cf49-b6d3-4952-8acb-37e1eae1c31a,https://www.hindustantimes.com/india-news/animal-fat-tirupati-laddus-who-supplied-ghee-to-temple-and-why-did-nandini-opt-out-who-said-what-101726878145316.html,suggesting the presence of foreign fats such as soya bean
News,Tirupati laddu,synthetic ghee,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,synthetic ghee (1),milk-badc57c3ebacce2c,https://www.deccanchronicle.com/southern-states/andhra-pradesh/probe-says-over-20-crore-spurious-tirumala-laddus-sold-between-20192024-1918657,contained synthetic and chemically treated ghee
News,adulterated chilli powder,artificial colours,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,artificial colours (1),milk-d6ac7998143ed0f4,https://www.thehindu.com/news/national/telangana/telangana-govt-plans-regulatory-authority-like-eagle-and-hydraa-to-curb-food-adulteration-cm/article70802831.ece,sale of adulterated chilli powder mixed with artificial colours
News,adulterated mangoes,chemicals,False,1,1,0.9,0.9,0.9,0.9,0.9,1,1,chemicals (1),oil-d7d94ce2bdb1f596,https://www.siasat.com/adulterated-food-items-flood-hyderabad-markets-herere-some-safety-tips-2998471/,"selling adulterated mangoes, which were ripened using chemicals"
News,animal fat,vegetable oil/fat,True,1,1,0.9,0.9,0.9,0.9,0.9,1,1,Vegetable fats (1),45fdd40d-5bc4-4fe7-9eb9-883c55f14a70,https://timesofindia.indiatimes.com/city/jaipur/25-of-food-samples-tested-in-raj-in-2024-found-adulterated/articleshow/117897659.cms,substituting animal fat with cheaper vegetable fats
