food,adulterant_or_substitute,effect,chain_class,food_adulterant_news_articles,adulterant_effect_news_articles,same_article_direct_chain_articles,same_snippet_direct_chain_articles,same_article_context_articles,fssai_food_adulterant_rows,fssai_adulterant_effect_rows,mean_food_adulterant_confidence,mean_adulterant_effect_confidence,conservative_chain_confidence,chain_support_score,example_article_id,example_article_url,example_food_adulterant_evidence,example_adulterant_effect_evidence,interpretation
mithai,starch,stomach pain and loose motions,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
mithai,artificial dyes,long term health risks,repository-inferred from separate sources,2,1,0,0,1,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
dry fruits,mineral oil,cancer/carcinogenicity,repository-inferred from separate sources,2,1,0,0,0,0,0,0.875,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,heavy metals,kidney damage,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.925,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,heavy metals,cancer/carcinogenicity,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.8667,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
ginger garlic paste,adulterant,cancer/carcinogenicity,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
ginger garlic paste,adulterant,allergic reaction,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
ginger garlic paste,adulterant,organ damage,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
laddu,chemical additives,allergic reaction,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Ghee,hydrogenated oils,heart problems,repository-inferred from separate sources,2,1,0,0,0,0,0,0.875,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
seafood,antibiotic residue,evolution of drug resistant superbugs,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Ghee,antibiotic residue,evolution of drug resistant superbugs,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Ghee,heavy metals,kidney damage,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.925,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Ghee,heavy metals,cancer/carcinogenicity,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.8667,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Tirupati laddu,chemical additives,allergic reaction,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Ghee,harmful chemicals,cancerous changes,repository-inferred from separate sources,2,1,0,0,0,0,0,0.8667,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Ghee,harmful chemicals,serious health problems,repository-inferred from separate sources,2,1,0,0,0,0,0,0.8667,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Ghee,harmful chemicals,food poisoning,repository-inferred from separate sources,2,1,0,0,0,0,0,0.8667,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Ghee,harmful chemicals,gastrointestinal illness,repository-inferred from separate sources,2,1,0,0,0,0,0,0.8667,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,bacteria,food borne illnesses,repository-inferred from separate sources,2,1,0,0,0,0,0,0.875,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
fruit juices,artificial colours,long term health risks,repository-inferred from separate sources,2,1,0,0,0,0,0,0.95,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
watermelon,salmonella,salmonellosis,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.95,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
watermelon,e coli,gastrointestinal illness,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.925,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
watermelon,e coli,stomach pain,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.925,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
protein powder,pesticide residue,toxic exposure,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
protein powder,pesticide residue,health harms,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
protein powder,pesticide residue,brain development impairment,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
protein powder,pesticide residue,toxic food,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
protein powder,pesticide residue,weakening our immune system,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
protein powder,lead,behavioral changes,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
protein powder,lead,iq reduction,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
protein powder,lead,health issues,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,vegetable oil/fat,gastrointestinal illness,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,vegetable oil/fat,cardiovascular problems,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,vegetable oil/fat,adverse effects in humans,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,vegetable oil/fat,heart lesions,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,vegetable oil/fat,liver related issues,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,vegetable oil/fat,complications in growth and behavioral development,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,vegetable oil/fat,memory loss,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,vegetable oil/fat,neurological symptoms,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,vegetable oil/fat,nerve problems,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
mashed sweet potatoes,lead,kidney damage,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
fresh vegetables,pesticide residue,toxic exposure,repository-inferred from separate sources,2,1,0,0,0,0,0,0.95,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
fresh vegetables,pesticide residue,health harms,repository-inferred from separate sources,2,1,0,0,0,0,0,0.95,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
fresh vegetables,pesticide residue,brain development impairment,repository-inferred from separate sources,2,1,0,0,0,0,0,0.95,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
fresh vegetables,pesticide residue,toxic food,repository-inferred from separate sources,2,1,0,0,0,0,0,0.95,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
fresh vegetables,pesticide residue,weakening our immune system,repository-inferred from separate sources,2,1,0,0,0,0,0,0.95,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,e coli,kidney damage,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,e coli,hemolytic uremic syndrome,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.95,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,e coli,vomiting,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.95,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,e coli,low fever,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.95,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,e coli,uti,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,e coli,renal failure,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,e coli,foodborne illness,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,e coli,death,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
fruits and vegetables,pesticide residue,toxic exposure,repository-inferred from separate sources,2,1,0,0,0,0,0,0.875,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
fruits and vegetables,pesticide residue,health harms,repository-inferred from separate sources,2,1,0,0,0,0,0,0.875,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
fruits and vegetables,pesticide residue,brain development impairment,repository-inferred from separate sources,2,1,0,0,0,0,0,0.875,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
fruits and vegetables,pesticide residue,toxic food,repository-inferred from separate sources,2,1,0,0,0,0,0,0.875,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
fruits and vegetables,pesticide residue,weakening our immune system,repository-inferred from separate sources,2,1,0,0,0,0,0,0.875,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,urea,kidney damage,repository-inferred from separate sources,1,2,0,0,1,0,0,0.85,0.875,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,urea,organ damage,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,urea,liver damage,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.875,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,urea,renal failure,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.875,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
cough syrup,ethylene glycol,hospitalising 15 persons,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
cough syrup,ethylene glycol,kidney related problems,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
cough syrup,ethylene glycol,health risks to diabetic patients,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
cough syrup,ethylene glycol,acute renal complications,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
cough syrup,ethylene glycol,nervous system damage,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
cough syrup,ethylene glycol,food poisoning,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
cough syrup,ethylene glycol,kidney damage,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
cough syrup,ethylene glycol,inability to urinate,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
cough syrup,ethylene glycol,toxicity to humans if ingested,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
cough syrup,ethylene glycol,metabolic acidosis,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
cough syrup,diethylene glycol,food poisoning,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
cough syrup,diethylene glycol,death,repository-inferred from separate sources,2,1,0,0,1,0,0,0.85,0.91,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,oxytocin,renal failure,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,oxytocin,excessive blood loss,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,oxytocin,serious harm to consumers,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
chicken,bacterial contamination,food poisoning,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.875,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Curd/yoghurt,starch,allergic reaction,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,antibiotic residue,evolution of drug resistant superbugs,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
eggs,antibiotic residue,serious harmful effects on human health,repository-inferred from separate sources,2,1,0,0,0,0,0,0.925,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
dairy products,salmonella,salmonellosis,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.95,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
spices,artificial colours,long term health risks,repository-inferred from separate sources,2,1,0,0,0,0,0,0.875,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
eggs,salmonella,acute diarrhoeal illness,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
poultry,antibiotic residue,evolution of drug resistant superbugs,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
food left at room temperature,bacteria,food poisoning,repository-inferred from separate sources,1,2,0,0,1,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,harmful chemicals,cancerous changes,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,harmful chemicals,cardiac troubles,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,harmful chemicals,respiratory troubles,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,harmful chemicals,serious health problems,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,harmful chemicals,food poisoning,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,harmful chemicals,gastrointestinal illness,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
medicinal syrups,ethylene glycol,kidney related ailments,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
medicinal syrups,ethylene glycol,nausea,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.9167,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
medicinal syrups,ethylene glycol,dizziness,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.925,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
mdh sambhar masala,salmonella,acute diarrhoeal illness,repository-inferred from separate sources,2,1,0,0,0,0,0,0.95,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
everest garam masala,salmonella,acute diarrhoeal illness,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
sambhar masala,salmonella,acute diarrhoeal illness,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
maggi masala ae magic,salmonella,acute diarrhoeal illness,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
wheat flour,pesticide residue,hepatitis,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
rice,pesticide residue,hepatitis,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
raw sprouts,e coli,gastrointestinal illness,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.925,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
raw sprouts,e coli,stomach pain,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.925,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
raw sprouts,salmonella,salmonellosis,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.95,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
leafy greens,e coli,gastrointestinal illness,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.925,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
leafy greens,e coli,stomach pain,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.925,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
leafy greens,salmonella,salmonellosis,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.95,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
pre cut fruits,e coli,gastrointestinal illness,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.925,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
pre cut fruits,e coli,stomach pain,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.925,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
pre cut fruits,salmonella,salmonellosis,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.95,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
adulterated turmeric,starch,allergic reaction,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
food grains,lead,kidney damage,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
protein powders,heavy metals,kidney damage,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.925,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
protein powders,heavy metals,cancer/carcinogenicity,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.8667,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
feed,toxins,food poisoning,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.95,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,preservatives,ca colon,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Paneer,e coli,gastrointestinal illness,repository-inferred from separate sources,1,2,0,0,1,0,0,0.85,0.925,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Paneer,e coli,stomach pain,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.925,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
edible oils,pesticide residue,toxic exposure,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
edible oils,pesticide residue,health harms,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
edible oils,pesticide residue,brain development impairment,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
edible oils,pesticide residue,toxic food,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
edible oils,pesticide residue,weakening our immune system,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
edible oils,heavy metals,long term exposure to heavy metals,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Groundnut oil,palm oil family,cancer/carcinogenicity,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9333,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Edible/cooking oil,pesticide residue,hepatitis,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
olive oil,palm oil family,cardiovascular disease,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
olive oil,palm oil family,cancer/carcinogenicity,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
olive oil,palm oil family,increased cholesterol level,repository-inferred from separate sources,2,1,0,0,0,0,0,0.85,0.9,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
everest masala,ethylene oxide,toxicity,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.875,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
mdh,ethylene oxide,toxicity,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.875,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
ground spices,starch,allergic reaction,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
citrus fruits,pesticide residue,hepatitis,repository-inferred from separate sources,1,2,0,0,0,0,0,0.85,0.85,0.85,1.1784,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,unknown adulterant,acute renal dysfunction,repository-inferred from separate sources,3,1,0,0,0,0,0,0.7167,0.8,0.7167,1.1534,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,unknown adulterant,death,repository-inferred from separate sources,3,1,0,0,0,0,0,0.7167,0.9,0.7167,1.1534,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,unknown adulterant,vomiting,repository-inferred from separate sources,3,1,0,0,0,0,0,0.7167,0.9,0.7167,1.1534,,,,,reported or repository-inferred association; not epidemiological proof of causation
Khoya/mawa,unknown adulterant,urination problems,repository-inferred from separate sources,3,1,0,0,0,0,0,0.7167,0.9,0.7167,1.1534,,,,,reported or repository-inferred association; not epidemiological proof of causation
Milk,salmonella,intestinal infections,repository-inferred from separate sources,2,1,0,0,0,0,0,0.825,0.9,0.825,1.1437,,,,,reported or repository-inferred association; not epidemiological proof of causation
bottled water,microplastics,inflammation,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.825,0.825,1.1437,,,,,reported or repository-inferred association; not epidemiological proof of causation
seafood,microplastics,inflammation,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.825,0.825,1.1437,,,,,reported or repository-inferred association; not epidemiological proof of causation
poultry,microplastics,inflammation,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.825,0.825,1.1437,,,,,reported or repository-inferred association; not epidemiological proof of causation
fruits,microplastics,inflammation,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.825,0.825,1.1437,,,,,reported or repository-inferred association; not epidemiological proof of causation
vegetables,microplastics,inflammation,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.825,0.825,1.1437,,,,,reported or repository-inferred association; not epidemiological proof of causation
prepared foods,microplastics,inflammation,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.825,0.825,1.1437,,,,,reported or repository-inferred association; not epidemiological proof of causation
coffee,microplastics,inflammation,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.825,0.825,1.1437,,,,,reported or repository-inferred association; not epidemiological proof of causation
packaged table salt,microplastics,inflammation,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.825,0.825,1.1437,,,,,reported or repository-inferred association; not epidemiological proof of causation
tea,microplastics,inflammation,repository-inferred from separate sources,1,2,0,0,0,0,0,0.9,0.825,0.825,1.1437,,,,,reported or repository-inferred association; not epidemiological proof of causation
Butter,unknown adulterant,gastrointestinal illness,repository-inferred from separate sources,1,3,0,0,0,0,0,0.7,0.8833,0.7,1.1266,,,,,reported or repository-inferred association; not epidemiological proof of causation
Tirupati laddu,vegetable oil/fat,headaches,repository-inferred from separate sources,2,1,0,0,0,0,0,0.9,0.8,0.8,1.109,,,,,reported or repository-inferred association; not epidemiological proof of causation
tirupati laddus,adulterated ghee,vomiting,repository-inferred from separate sources,2,1,0,0,0,0,0,0.8,0.85,0.8,1.109,,,,,reported or repository-inferred association; not epidemiological proof of causation
tirupati laddus,adulterated ghee,health risks,repository-inferred from separate sources,2,1,0,0,0,0,0,0.8,0.85,0.8,1.109,,,,,reported or repository-inferred association; not epidemiological proof of causation
