publication_year,food,adulterant_or_substitute,triplet_rows,distinct_articles,mean_confidence
2026,Ghee,yellow food colour,3,1,0.8
2026,Ghee,vegetable ghee,1,1,0.95
2026,Ghee,vegetable butter,1,1,0.95
2026,Ghee,artificial essence,1,1,0.95
2026,Ghee,synthetic colouring,1,1,0.95
2026,Ghee,substances allegedly used for cleaning bathrooms,1,1,0.85
2026,Ghee,bathroom chemicals,1,1,0.9
2026,Ghee,synthetic substance,1,1,0.95
2026,Ghee,lethal chemicals,1,1,0.85
2026,Ghee,synthetic fake ghee,1,1,0.9
2026,Ghee,artificial ghee flavours,1,1,0.9
2026,Ghee,bathroom cleaning chemicals,1,1,0.95
2026,Ghee,plant oils,1,1,0.9
2026,Ghee,labsa,1,1,0.9
2026,Ghee,synthetic substances,1,1,0.95
2026,Ghee,food grade lactic acid,1,1,0.9
2026,Ghee,artificial ghee flavour,1,1,0.9
2026,Ghee,synthetic food colour,1,1,0.85
2026,Ghee,chemical mixture,1,1,0.85
2026,Ghee,inferior fats,1,1,0.85
2026,Ghee,chemical additives,1,1,0.9
2026,Ghee,foreign fats,1,1,0.9
2026,Ghee,impurities,1,1,0.85
2026,Khoya/mawa,starch,5,4,0.9
2026,Khoya/mawa,fungus,2,2,0.9
2026,Khoya/mawa,adulterants,1,1,0.85
2026,Khoya/mawa,spoiled khoya,1,1,0.75
2026,Khoya/mawa,fungal contamination,1,1,0.95
2026,Khoya/mawa,packaged multigrain bread,1,1,0.9
2026,Khoya/mawa,dangerous chemicals,1,1,0.8
2026,Khoya/mawa,fake khoya,1,1,0.9
2026,Khoya/mawa,vegetable oil/fat,1,1,0.85
2026,Khoya/mawa,inexpensive ingredients,1,1,0.75
2026,Khoya/mawa,skimmed milk powder,1,1,0.85
2026,Khoya/mawa,unspecified adulterant,1,1,0.85
2026,Milk,ethylene glycol,46,34,0.9315
2026,Milk,unknown adulterant,34,33,0.8397
2026,Milk,urea,25,22,0.93
2026,Milk,detergent,21,19,0.931
2026,Milk,starch,16,15,0.925
2026,Milk,water,16,11,0.9156
2026,Milk,edible oil,17,11,0.8912
2026,Milk,unspecified adulterant,6,6,0.825
2026,Milk,palm oil family,6,5,0.925
2026,Milk,maltodextrin,4,4,0.925
2026,Milk,unknown contaminant,4,4,0.825
2026,Milk,caustic soda,3,3,0.95
2026,Milk,saccharine,2,2,0.9
2026,Milk,formalin/formaldehyde,2,2,0.95
2026,Milk,glucose,4,2,0.9125
2026,Milk,soybean oil,2,2,0.95
2026,Milk,maize flour,2,2,0.95
2026,Milk,starchy substances,2,2,0.9
2026,Milk,chemicals,2,2,0.825
2026,Milk,adulterant,2,2,0.8
2026,Milk,sodium bicarbonate,2,2,0.925
2026,Milk,salt,3,2,0.95
2026,Milk,sugar,3,2,0.95
2026,Milk,contaminant,2,2,0.85
2026,Milk,poison,2,2,0.95
2026,Milk,glycol,3,2,0.95
2026,Milk,vegetable oil/fat,2,2,0.95
2026,Milk,neutralisers,2,2,0.875
2026,Milk,skimmed milk powder,2,1,0.875
2026,Milk,sucrose,1,1,0.9
2026,Milk,whey powder,1,1,0.9
2026,Milk,coolant,1,1,0.85
2026,Milk,non milk raw materials,1,1,0.8
2026,Milk,pesticide residue,1,1,0.85
2026,Milk,heavy metals,1,1,0.85
2026,Milk,hydrogen peroxide,1,1,0.95
2026,Milk,animal fat,1,1,0.85
2026,Milk,synthetic ghee,1,1,0.95
2026,Milk,synthetic oils,1,1,0.9
2026,Milk,adulterants,1,1,0.8
2026,Milk,rat poison,1,1,0.95
2026,Milk,neutralizers,1,1,0.85
2026,Milk,unidentified adulterant,1,1,0.85
2026,Milk,ddt,1,1,0.95
2026,Milk,insecticide,1,1,0.95
2026,Milk,m seal,1,1,0.9
2026,Milk,intoxicating substance,1,1,0.85
2026,Milk,adhesive compound,1,1,0.85
2026,Milk,synthetic chemicals,1,1,0.85
2026,Milk,hazardous additives,1,1,0.85
2026,Milk,unknown toxic substance,1,1,0.85
2026,Milk,adulterated milk,1,1,0.75
2026,Milk,toxins,1,1,0.75
2026,Milk,unknown toxin,1,1,0.95
2026,Milk,toxic adulterants,1,1,0.85
2026,Milk,milk powder,1,1,0.65
2026,Milk,expired milk powder,1,1,0.9
2026,Milk,oil,1,1,0.9
2026,Milk,coolant oil,1,1,0.9
2026,Milk,adulteration,1,1,0.85
2026,Milk,preservatives,1,1,0.9
2026,Milk,gruel,1,1,0.95
2026,Milk,flour based substances,1,1,0.95
2026,Milk,toxic adulterant,1,1,0.75
2026,Mustard oil,argemone oil,2,2,0.95
2026,Palm oil,carrot extract,1,1,0.9
2026,Palm oil,false fortification claim,1,1,0.85
2026,Palm oil,mislabeling,1,1,0.75
2026,Palm oil,total polar compounds,1,1,0.9
2026,Paneer,starch,11,11,0.8909
2026,Paneer,cheese analogue,11,6,0.9273
2026,Paneer,water,4,4,0.9
2026,Paneer,analogue paneer,3,3,0.9167
2026,Paneer,unspecified adulterant,3,3,0.8333
2026,Paneer,synthetic milk,3,3,0.9
2026,Paneer,dust,4,3,0.825
2026,Paneer,suspected adulterant,3,3,0.7833
2026,Paneer,non milk fats,3,3,0.8833
2026,Paneer,adulterants,2,2,0.85
2026,Paneer,vegetable oil/fat,2,2,0.85
2026,Paneer,vegetable proteins,2,2,0.85
2026,Paneer,industrial grade acetic acid,4,2,0.85
2026,Paneer,non food grade substances,2,2,0.85
2026,Paneer,unknown adulterant,3,2,0.75
2026,Paneer,chemicals,2,2,0.8
2026,Paneer,caustic soda,2,2,0.95
2026,Paneer,washing soda,2,2,0.9
2026,Paneer,detergent,2,2,0.9
2026,Paneer,urea,2,2,0.9
2026,Paneer,palm oil family,2,2,0.85
2026,Paneer,non milk raw materials,1,1,0.75
2026,Paneer,other contaminants,1,1,0.75
2026,Paneer,cheese analogue products,1,1,0.95
2026,Paneer,skimmed milk,1,1,0.7
2026,Paneer,tofu,1,1,0.9
2026,Paneer,adulterated substance,1,1,0.75
2026,Paneer,flies,1,1,0.85
2026,Paneer,adulterated paneer,1,1,0.75
2026,Paneer,unhygienic and inferior quality,1,1,0.85
2026,Paneer,prohibited synthetic ingredients,1,1,0.85
2026,Paneer,analogue cheese products,1,1,0.95
2026,Paneer,inexpensive ingredients,1,1,0.75
2026,Paneer,low quality milk substitutes,1,1,0.8
2026,Paneer,adulterated raw materials,1,1,0.85
2026,Paneer,low quality milk,1,1,0.85
2026,Paneer,synthetic agents,1,1,0.8
2026,Paneer,non dairy substitutes,1,1,0.85
2026,Paneer,contaminated substance,1,1,0.75
2026,Soybean oil,mislabeling,1,1,0.85
2026,Soybean oil,expired cooking oil,1,1,0.85
2026,Tirupati laddu,adulterated ghee,5,5,0.9
2026,Tirupati laddu,animal fat,6,5,0.8667
2026,Tirupati laddu,palm oil family,8,4,0.9187
2026,Tirupati laddu,ghee,3,3,0.85
2026,Tirupati laddu,vegetable oil/fat,2,2,0.9
2026,Tirupati laddu,laboratory esters,2,2,0.95
2026,Tirupati laddu,chemicals,2,2,0.75
2026,Tirupati laddu,adulterant,1,1,0.75
2026,Tirupati laddu,substandard ghee,1,1,0.85
2026,Tirupati laddu,labsa,1,1,0.85
2026,Tirupati laddu,chemical additives,1,1,0.85
2026,Tirupati laddu,synthetic compounds,1,1,0.85
2026,adulterated chilli powder,artificial colours,1,1,0.9
2026,adulterated food,contaminated ingredients,1,1,0.7
2026,adulterated turmeric,starch,1,1,0.85
2026,ar dairy food pvt ltd,milk fat purity and acid profiles out of specification,2,1,0.85
2026,artificially coloured supari,artificial colour,1,1,0.85
2026,atta,worms,1,1,0.95
2026,bakery products,expired ingredients,1,1,0.8
2026,besan flour,worms,1,1,0.95
2026,biscuits,rotten eggs,1,1,0.9
2026,biscuits,sodium benzoate,1,1,0.8
2026,biscuits,sorbic acid,1,1,0.8
2026,cakes,damaged eggs,1,1,0.7
2026,cakes,spoiled eggs,1,1,0.85
2026,cakes and buns,rotten eggs,2,2,0.9
2026,cakes and buns,sodium benzoate,2,2,0.825
2026,cakes and buns,sorbic acid,2,2,0.875
2026,cakes and buns,pgpr liquid,1,1,0.9
2026,cheeseburger,mouse droppings,1,1,0.95
2026,chenna,starch,1,1,0.95
2026,chicken,bacterial contamination,1,1,0.85
2026,chips,poor quality oil,1,1,0.85
2026,chips,artificial additives,1,1,0.8
2026,cold drink,poison,1,1,0.95
2026,confectionery items,synthetic dyes,2,2,0.85
2026,cream,palm oil family,1,1,0.85
2026,dairy fat,palm oil family,2,1,0.9
2026,dairy fat,chemical esters,1,1,0.9
2026,dairy products,low quality oils,1,1,0.75
2026,dairy products,chemicals,1,1,0.75
2026,dairy products,unspecified adulterant,1,1,0.85
2026,dals,worms,1,1,0.95
2026,dried kiwi slices,synthetic dyes,2,2,0.825
2026,drinking water,raw sewage,1,1,0.95
2026,drinking water,arsenic,1,1,0.9
2026,drinking water,lead,1,1,0.9
2026,drinking water,uranium,1,1,0.9
2026,drinking water,cadmium,1,1,0.9
2026,drinking water,manganese,1,1,0.9
2026,drinking water,iron,1,1,0.9
2026,drinking water,fluoride,1,1,0.9
2026,drinking water,sewage,1,1,0.9
2026,drinking water,bacteriological contamination,1,1,0.9
2026,edible oils,machine oil,2,2,0.95
2026,edible oils,inferior fats,1,1,0.85
2026,edible oils,cheaper industrial substitutes,1,1,0.85
2026,edible oils,liquid paraffin,1,1,0.95
2026,edible oils,cottonseed oil,1,1,0.85
2026,edible oils,tri ortho cresyl phosphate,1,1,0.9
2026,eggs,antibiotic residue,2,2,0.925
2026,eggs,nitrofurans,1,1,0.75
2026,eggs,salmonella,1,1,0.95
2026,eggs,e coli,1,1,0.95
2026,eggs,housefly infestation,1,1,0.8
2026,ethanol,methanol,1,1,0.75
2026,european truffles,chinese truffles,1,1,0.85
2026,expired tea powder,synthetic dyes,1,1,0.9
2026,feed,toxins,1,1,0.85
2026,fermented foods,toxins,1,1,0.85
2026,fish,formalin/formaldehyde,1,1,0.95
2026,fish,ammonia,1,1,0.95
2026,fish,mercury,1,1,0.95
2026,food grains,uranium,1,1,0.85
2026,food grains,cadmium,1,1,0.85
2026,food grains,lead,1,1,0.85
2026,fresh vegetables,pesticide residue,2,2,0.95
2026,fruit juices,synthetic flavours,2,2,0.95
2026,fruit juices,artificial colours,2,2,0.95
2026,fruits,pesticide residue,1,1,0.9
2026,fruits and vegetables,pesticide residue,2,2,0.875
2026,garam masala,synthetic colors,1,1,0.95
2026,ginger garlic paste,acetic acid,3,3,0.9333
2026,ginger garlic paste,spoiled ginger,2,2,0.925
2026,ginger garlic paste,spoiled garlic,2,2,0.925
2026,ginger garlic paste,synthetic food colour,2,2,0.925
2026,ginger garlic paste,harmful preservatives,2,2,0.875
2026,ginger garlic paste,chemicals,1,1,0.85
2026,ginger garlic paste,adulterant,1,1,0.85
2026,ginger garlic paste,additives,1,1,0.8
2026,ginger garlic paste,adulterated ginger garlic paste,1,1,0.85
2026,ginger garlic paste,concentrated citric acid,1,1,0.95
2026,ginger garlic paste,xanthan gum,1,1,0.95
2026,ginger garlic paste,low quality waste,1,1,0.9
2026,ginger garlic paste,synthetic colours,1,1,0.95
2026,ginger garlic paste,gum powder,1,1,0.9
2026,glycol,milk,1,1,0.9
2026,grains,aflatoxins,1,1,0.85
2026,green peas,synthetic dyes,1,1,0.9
2026,honey,sugar syrup,1,1,0.85
2026,honey,sugar syrups,1,1,0.85
2026,honey,artificial sweeteners,1,1,0.85
2026,ice candies,chemicals,1,1,0.85
2026,ice candies,unsafe ingredients,1,1,0.85
2026,ice cream,adulterated materials,2,2,0.85
2026,ice cream,expired flavouring agents,2,2,0.875
2026,ice cream,substandard synthetic colours,2,2,0.875
2026,ice cream,detergent,2,2,0.95
2026,illicit liquor,methanol,2,2,0.925
2026,kalakand,unhygienic and inferior quality,1,1,0.75
2026,khoa,dust,1,1,0.75
2026,laddu,adulterated ghee,2,2,0.95
2026,laddu,palm oil family,2,1,0.8
2026,laddu,chemical esters,1,1,0.8
2026,laddu,animal fat,1,1,0.85
2026,laddu,life threatening chemicals,1,1,0.75
2026,laddu prasadam,synthetic ghee,2,2,0.9
2026,laddu prasadam,fake ghee,2,1,0.85
2026,laddu prasadam,adulterated ghee,1,1,0.95
2026,laddus,palm oil family,1,1,0.85
2026,laddus,animal fat,2,1,0.85
2026,lard,carotenoids,1,1,0.9
2026,lard,carrot extract,1,1,0.9
2026,large fish species,mercury,1,1,0.9
2026,lassi,chemicals,1,1,0.85
2026,lassi,unsafe ingredients,1,1,0.85
2026,maggi noodles,lead,2,1,0.9
2026,mango,ethylene like spray,1,1,0.85
2026,mango pulp,unauthorised food colours,1,1,0.95
2026,mango pulp,substances not permitted under food safety regulations,1,1,0.9
2026,mango pulp,liquid saffron coloured solution,1,1,0.95
2026,mango pulp,unauthorised food colors,1,1,0.9
2026,mango pulp,various adulterating substances,1,1,0.85
2026,mango pulp,unauthorised colours,1,1,0.95
2026,mango pulp,cow s milk,1,1,0.9
2026,mango pulp,liquid saffron colour solution,1,1,0.85
2026,mangoes,chemical substances,4,4,0.8375
2026,mangoes,calcium carbide,2,2,0.9
2026,mangoes,ethylene chemicals,1,1,0.9
2026,mangoes,unauthorised chemical sprays,1,1,0.85
2026,meat,chemical preservatives,1,1,0.9
2026,motichoor laddu,artificial colours,1,1,0.9
2026,motichoor laddu,sodium benzodiamine,1,1,0.9
2026,municipal water supply,sewage,1,1,0.95
2026,namkeen,sunset yellow,1,1,0.85
2026,oil,tainted oil,1,1,0.9
2026,onions,e coli,1,1,0.95
2026,osmania biscuits,adulterated ingredients,3,2,0.85
2026,osmania biscuits,harmful chemicals,1,1,0.85
2026,osmania biscuits,unspecified adulterant,1,1,0.85
2026,pan masala,prohibited food items,1,1,0.75
2026,peda,unhygienic conditions,1,1,0.75
2026,pickles,rotten spoiled vegetables,1,1,0.9
2026,pickles,excess preservatives,1,1,0.85
2026,pickles,rotten and spoilt vegetables,1,1,0.85
2026,poultry,hormonal growth promoters,2,2,0.925
2026,poultry,antibiotic residue,1,1,0.9
2026,powdered infant formula,harmful pathogens,1,1,0.85
2026,powdered infant formula,enterococcus faecium,1,1,0.85
2026,powdered infant formula,enterobacteriaceae,1,1,0.8
2026,processed food,adulterants,1,1,0.95
2026,processed food,adulterant,1,1,0.85
2026,protein powder,lead,1,1,0.95
2026,protein powder,arsenic,2,1,0.925
2026,protein powder,cadmium,1,1,0.9
2026,protein powder,mercury,1,1,0.9
2026,protein powder,bisphenol a,1,1,0.9
2026,protein powder,pesticide residue,1,1,0.9
2026,rasgullas,mosquitoes,1,1,0.9
2026,refined oil,milk,1,1,0.9
2026,reused oil,unfit oil,1,1,0.8
2026,salty snacks,expired ingredients,1,1,0.8
2026,spices,brick powder,2,2,0.95
2026,spices,sawdust,2,2,0.95
2026,spices,industrial dyes,1,1,0.85
2026,spices,artificial colours,1,1,0.85
2026,spices,artificial dyes,1,1,0.9
2026,spurious liquor,methanol,2,2,0.9
2026,srivari laddu,ghee,1,1,0.75
2026,srivari laddu,palm oil family,2,1,0.95
2026,srivari laddu prasadam,adulterated ghee,1,1,0.95
2026,srivari laddu prasadam,ghee,1,1,0.85
2026,sweets,synthetic colours,2,2,0.875
2026,sweets,cheaper substitutes,1,1,0.75
2026,sweets,synthetic khoya,1,1,0.85
2026,tea powder,unknown adulterant,1,1,0.9
2026,tea powder,added colour,1,1,0.9
2026,tea powder,dust,1,1,0.9
2026,tea powder,synthetic dyes,1,1,0.95
2026,tirumala laddus,adulterated ghee,1,1,0.9
2026,tirumala laddus,synthetic substance,1,1,0.9
2026,tirumala srivari laddu,unspecified adulterant,1,1,0.85
2026,tirumala srivari laddu,adulterated ghee,1,1,0.85
2026,tirumala srivari laddu,palm oil family,1,1,0.85
2026,tirumala srivari laddu,ghee,1,1,0.9
2026,tirumala srivari laddu prasadam,adulterated ghee,1,1,0.75
2026,tirumala srivari laddu prasadam,animal fat,1,1,0.95
2026,tirupati laddus,animal fat,2,2,0.85
2026,tirupati laddus,adulterated ghee,1,1,0.85
2026,tirupati laddus,bathroom chemicals,1,1,0.85
2026,tirupati laddus,chemicals,1,1,0.85
2026,toddy,intoxicants,2,2,0.8
2026,truffle,truffle oil,1,1,0.85
2026,truffle oil,synthetic truffle aroma,2,1,0.85
2026,turmeric,metanil yellow,1,1,0.95
2026,turmeric,chemicals,1,1,0.85
2026,unsafe pickle,chemicals,1,1,0.85
2026,vegetables,oxytocin,5,3,0.94
2026,vegetables,pesticide residue,2,2,0.925
2026,vegetables,lead,1,1,0.9
2026,watermelon,salmonella,1,1,0.85
2026,watermelon,e coli,1,1,0.85
2026,wheat flour,expired wheat flour,1,1,0.85
