corpus,food_pool,subject,predicate,object,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Ghee,iodine test,producesindicator,blackening,1,1,0.9,https://indianexpress.com/article/entertainment/bollywood/after-gauri-khan-fake-paneer-allegations-youtuber-gaurav-taneja-reacts-9960669/,"You can put all the iodine in the world on it, but you won't be able to catch it. It won't blacken"
News,Ghee,iodine test,producesindicator,colour change with rice,1,1,0.9,https://indianexpress.com/article/entertainment/bollywood/after-gauri-khan-fake-paneer-allegations-youtuber-gaurav-taneja-reacts-9960669/,"IODINE changes colour with reaction under the presence of ingredients: potatoes, rice"
News,Ghee,laboratory testing,isperformedon,food samples,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,food samples have been sent for laboratory testing
News,Ghee,Iodine tincture test,producesindicator,color changes to blue,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,"color changes to blue, which means the paneer is artificial"
News,Ghee,SensoryTest for texture under pressure,producesindicator,falling apart when pressure is applied,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,will start falling apart when pressure is applied
News,Ghee,detergent,detectedby,arhar dal test,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,"If the color of the paneer changes to light red, it is a sign that the paneer is made with detergent or urea."
News,Ghee,detergent,detectedby,soybean powder test,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,"add some soybean powder to it. If the color of the paneer changes to light red, it is a sign that the paneer is made with detergent or urea."
News,Ghee,adulteration,detectedby,LaboratoryTest,1,1,0.9,https://www.thehansindia.com/news/cities/tirupathi/laddu-preparation-no-evidence-of-ttd-using-adulterated-ghee-says-bhumana-944765,finding adulteration during the test in the laboratory
News,Ghee,Analysis of Ratlam samples,isperformedat,State Food Testing Laboratory,1,1,0.85,https://www.freepressjournal.in/bhopal/mp-food-safety-officials-seize-famous-sweets-namkeen-shop-in-jabalpur-over-poor-hygiene-in-kitchen,samples were sent to the State Food Testing Laboratory in Bhopal
News,Ghee,beta sitosterol,detectedby,laboratory reports from CFTRI,1,1,0.95,https://www.deccanchronicle.com/southern-states/andhra-pradesh/sit-gets-4-day-custody-of-2-accused-in-tirumala-ghee-scam-1922534,"laboratory reports from the central food technological research institute (CFTRI), Mysuru that he had received"
News,Ghee,quality testing,isperformedon,paneer,1,1,0.85,https://www.thehindu.com/news/national/andhra-pradesh/food-safety-officials-inspect-milk-supply-chain-in-spsr-nellore-district/article70685255.ece,"samples of milk and milk products such as curd, ghee and paneer"
News,Ghee,quality testing,isperformedat,"State Food Testing Laboratory, Bhopal",1,1,0.9,https://www.freepressjournal.in/indore/indore-over-5174-liters-edible-oil-worth-8-lakh-seized,"sent to the State Food Testing Laboratory, Bhopal"
News,Ghee,S-value analysis,isperformedat,"NDDB CALF, Anand",1,1,0.95,https://www.hindustantimes.com/india-news/animal-fat-tirupati-laddus-who-supplied-ghee-to-temple-and-why-did-nandini-opt-out-who-said-what-101726878145316.html,"S-value analysis carried out on the sample sent to the reputed NDDB CALF, Anand"
News,Ghee,tests performed by them,isperformedat,Food Testing Laboratory at JNTUK,1,1,0.85,https://www.deccanchronicle.com/southern-states/andhra-pradesh/fssai-takes-samples-of-prasadam-from-annavaram-temple-1826677,tests performed by them
News,Ghee,double-boiler method,producesindicator,solidify in separate layers,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/what-is-the-real-colour-of-desi-ghee-and-how-to-check-its-purity/photostory/82629456.cms,if the coconut oil and ghee solidify in separate layers
News,Ghee,palm test,producesindicator,stays intact,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/what-is-the-real-colour-of-desi-ghee-and-how-to-check-its-purity/photostory/82629456.cms,"if it stays intact, then it has been adulterated"
News,Ghee,palm test,producesindicator,starts melting,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/what-is-the-real-colour-of-desi-ghee-and-how-to-check-its-purity/photostory/82629456.cms,"If the ghee starts melting, then it is pure"
News,Ghee,chemical test with HCl and sugar,producesindicator,pink or red colour granules,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/what-is-the-real-colour-of-desi-ghee-and-how-to-check-its-purity/photostory/82629456.cms,If some pink or red colour granules appear in the lower layers
News,Ghee,vanaspati ghee,detectedby,chemical test with HCl and sugar,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/what-is-the-real-colour-of-desi-ghee-and-how-to-check-its-purity/photostory/82629456.cms,this means that the ghee is adulterated with rancid ghee like vanaspati ghee
News,Ghee,animal fat,detectedby,NDDB analysis,1,1,0.8,https://www.deccanchronicle.com/southern-states/andhra-pradesh/ap-debunks-ysrcps-claims-that-ghee-supplied-to-ttd-not-adulterated-with-animal-fat-1933972,samples from TTD sent to the NDDB clearly stated
News,Ghee,analysis of 23 samples,isperformedat,State Food Testing Laboratory,1,1,0.9,https://www.freepressjournal.in/indore/food-safety-drive-23-samples-collected-from-school-other-establishments-in-indore,All 23 samples collected during the inspections are being sent to the State Food Testing Laboratory
News,Ghee,laboratory testing,isperformedon,209 food samples,1,1,0.9,https://timesofindia.indiatimes.com/city/ahmedabad/1300kg-of-cream-seized-unit-sealed/articleshow/119723566.cms,collected from various units for laboratory testing
News,Ghee,Analysis of ghee,isperformedat,FSSAI Food Testing Lab at Tirumala,1,1,0.85,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-to-inaugurate-fssai-food-testing-lab-at-tirumala-today-1945166,"raw materials, such as ghee, oils and grains will undergo physical and chemical analysis"
News,Ghee,Analysis of oils,isperformedat,FSSAI Food Testing Lab at Tirumala,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-to-inaugurate-fssai-food-testing-lab-at-tirumala-today-1945166,"raw materials, such as ghee, oils and grains will undergo physical and chemical analysis"
News,Ghee,Analysis of grains,isperformedat,FSSAI Food Testing Lab at Tirumala,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-to-inaugurate-fssai-food-testing-lab-at-tirumala-today-1945166,"raw materials, such as ghee, oils and grains will undergo physical and chemical analysis"
News,Ghee,Analysis of drinking water,isperformedat,FSSAI Food Testing Lab at Tirumala,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-to-inaugurate-fssai-food-testing-lab-at-tirumala-today-1945166,"Drinking water will be tested for chloride, sulphate and magnesium levels"
News,Ghee,pesticides,detectedby,LC-MS,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-to-inaugurate-fssai-food-testing-lab-at-tirumala-today-1945166,LC-MS ... will detect pesticides
News,Ghee,aflatoxins,detectedby,LC-MS,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-to-inaugurate-fssai-food-testing-lab-at-tirumala-today-1945166,LC-MS ... will detect ... aflatoxins
News,Ghee,pesticides,detectedby,ICP-MS,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-to-inaugurate-fssai-food-testing-lab-at-tirumala-today-1945166,ICP-MS ... will detect pesticides
News,Ghee,lead,detectedby,ICP-MS,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-to-inaugurate-fssai-food-testing-lab-at-tirumala-today-1945166,ICP-MS can also detect trace levels of heavy metals like lead
News,Ghee,arsenic,detectedby,ICP-MS,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-to-inaugurate-fssai-food-testing-lab-at-tirumala-today-1945166,"ICP-MS can also detect trace levels of heavy metals like lead, arsenic and chromium"
News,Ghee,chromium,detectedby,ICP-MS,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-to-inaugurate-fssai-food-testing-lab-at-tirumala-today-1945166,"ICP-MS can also detect trace levels of heavy metals like lead, arsenic and chromium"
News,Ghee,bomb calorimeter,isperformedon,laddus,1,1,0.85,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-to-inaugurate-fssai-food-testing-lab-at-tirumala-today-1945166,bomb calorimeter is used to determine the energy levels in laddus
News,Ghee,E. coli,detectedby,microbiological testing facilities,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-to-inaugurate-fssai-food-testing-lab-at-tirumala-today-1945166,"samples will be examined for harmful bacteria, like E. coli"
News,Ghee,Salmonella,detectedby,microbiological testing facilities,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cm-to-inaugurate-fssai-food-testing-lab-at-tirumala-today-1945166,"samples will be examined for harmful bacteria, like E. coli and Salmonella"
News,Ghee,ghee sample analysis,isperformedat,government labs,1,1,0.85,https://www.thehindu.com/news/cities/bangalore/sale-of-adulterated-nandini-ghee-uncovered/article38197249.ece,Samples were sent to government labs for testing
News,Ghee,ß-Sitosterol,identifies,vegetable oil,1,1,0.95,https://www.hindustantimes.com/india-news/ghee-adulteration-panel-blames-ex-ttd-officials-101777749522008.html,"ß- Sitosterol, a marker of vegetable oil adulteration"
News,Ghee,ghee,inputto,preparing the laddu,1,1,0.85,https://www.hindustantimes.com/india-news/ghee-adulteration-panel-blames-ex-ttd-officials-101777749522008.html,used for preparing the laddu
News,Ghee,water immersion test,producesindicator,egg floats on surface,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/poor-quality-eggs-being-sold-online-fssai-seeks-detailed-explanation-from-e-commerce-and-how-it-is-going-to-help-customers/articleshow/131148889.cms,"if the egg is rotten, it will float on the surface"
News,Ghee,water immersion test,producesindicator,egg placed at bottom width wise,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/poor-quality-eggs-being-sold-online-fssai-seeks-detailed-explanation-from-e-commerce-and-how-it-is-going-to-help-customers/articleshow/131148889.cms,If the egg is fresh it will be placed at the bottom width wise
News,Ghee,NDDB-CALF ghee analysis,isperformedat,NDDB-CALF,1,1,0.9,https://timesofindia.indiatimes.com/city/hyderabad/cbi-chargesheet-rules-out-animal-fats-in-tirupati-laddu-ghee/articleshow/127809453.cms,lab report from the National Dairy Development Board's Centre for Analysis & Learning in Livestock & Food (NDDB-CALF)
News,Ghee,NDDB-CALF ghee analysis,isperformedon,ghee samples from AR Dairy,1,1,0.9,https://timesofindia.indiatimes.com/city/hyderabad/cbi-chargesheet-rules-out-animal-fats-in-tirupati-laddu-ghee/articleshow/127809453.cms,testing of the remaining ghee samples drawn by TTD from four tankers of AR Dairy
News,Ghee,ghee-milk testing,isperformedat,RCDF lab,1,1,0.85,https://timesofindia.indiatimes.com/city/jaipur/rcdf-starts-facility-to-test-milk-ghee-and-other-dairy-products/articleshow/120290200.cms,consumers need to take a 50 ml sample to RCDF lab for testing
News,Ghee,CFTRI report,identifies,beta-sitosterol,1,1,0.95,https://www.thehansindia.com/andhra-pradesh/despite-cftri-red-flag-adulterated-ghee-used-in-laddus-for-2-years-sit-1027304,"CFTRI's report dated August 3, 2022 identified beta-sitosterol"
News,Ghee,Badam shake analysis,isperformedat,State Food Lab Bhopal,1,1,0.9,https://www.freepressjournal.in/indore/mp-two-traders-face-music-for-selling-adulterated-items-in-soyat-kalan,sent to State Food Lab Bhopal for investigation
News,Ghee,Besan ke laddoo analysis,isperformedat,State Food Lab Bhopal,1,1,0.85,https://www.freepressjournal.in/indore/mp-two-traders-face-music-for-selling-adulterated-items-in-soyat-kalan,sent to State Food Lab Bhopal for investigation
News,Ghee,on-the-spot food safety checks,requireskit,magic box,1,1,0.9,https://www.newindianexpress.com/cities/bengaluru/2025/Mar/10/in-just-four-months-over-2869-bengalureans-test-food-at-fda-kiosks,magic box is an FSSAI-designed portable kit containing multiple test tools for on-the-spot food safety checks
News,Ghee,common adulterants,detectedby,rapid tests,1,1,0.9,https://www.newindianexpress.com/cities/bengaluru/2025/Mar/10/in-just-four-months-over-2869-bengalureans-test-food-at-fda-kiosks,Rapid tests use quick chemical reactions to detect common adulterants
News,Ghee,ghee adulteration finding,identifies,β-sitosterol,1,1,0.95,https://www.livemint.com/news/fssai-suspends-ar-dairy-licence-ghee-adulteration-false-information-11755422633259.html,The presence of plant-based compounds like β-sitosterol... confirms adulteration
News,Ghee,foreign fats,detectedby,laboratory tests,1,1,0.9,https://www.newindianexpress.com/nation/2024/Oct/06/tirupati-laddoo-row-joint-team-raids-ghee-manufacturer-in-uttarakhand,laboratory tests have confirmed the presence of foreign fats
News,Ghee,ghee,inputto,Preparation of Tirupati laddu prasadam,1,1,0.9,https://www.chennaionline.com/news/ttd-ghee-adulteration-report-criticizes-temple-administration/,ghee is used in preparing the sacred Tirupati laddu prasadam
News,Ghee,Tirupati laddu prasadam,outputof,Preparation of Tirupati laddu prasadam,1,1,0.9,https://www.chennaionline.com/news/ttd-ghee-adulteration-report-criticizes-temple-administration/,preparing the sacred Tirupati laddu prasadam
News,Ghee,sensory detection,producesindicator,foul smell,1,1,0.8,https://www.newindianexpress.com/states/odisha/2024/Oct/06/omfed-replaces-15-boxes-of-ghee-after-hue-and-cry,complained of a foul smell emanating from the kitchen
News,Ghee,ghee sample testing,isperformedat,TTD laboratory,1,1,0.85,https://www.thehansindia.com/andhra-pradesh/sit-intensifies-probe-into-ghee-adulteration-case-910933,ghee samples from incoming tankers are regularly tested
News,Ghee,Aroma check,producesindicator,"rich, nutty aroma",1,1,0.9,https://economictimes.indiatimes.com/news/web-stories/8-easy-tests-to-verify-if-your-desi-ghee-is-pure/slideshow/112859868.cms,"Pure desi ghee will release a rich, nutty aroma"
News,Ghee,Aroma check,producesindicator,burnt or artificial smell,1,1,0.9,https://economictimes.indiatimes.com/news/web-stories/8-easy-tests-to-verify-if-your-desi-ghee-is-pure/slideshow/112859868.cms,adulterated ghee might have a burnt or artificial smell
News,Ghee,Freezing test,producesindicator,solidify uniformly,1,1,0.9,https://economictimes.indiatimes.com/news/web-stories/8-easy-tests-to-verify-if-your-desi-ghee-is-pure/slideshow/112859868.cms,Pure ghee will solidify uniformly
News,Ghee,Freezing test,producesindicator,separation,1,1,0.9,https://economictimes.indiatimes.com/news/web-stories/8-easy-tests-to-verify-if-your-desi-ghee-is-pure/slideshow/112859868.cms,adulterated ghee may show separation
News,Ghee,Solubility in water,producesindicator,residues or floating layer,1,1,0.85,https://economictimes.indiatimes.com/news/web-stories/8-easy-tests-to-verify-if-your-desi-ghee-is-pure/slideshow/112859868.cms,impurities will form a layer or float
News,Ghee,Solubility in water,producesindicator,dissolve completely,1,1,0.9,https://economictimes.indiatimes.com/news/web-stories/8-easy-tests-to-verify-if-your-desi-ghee-is-pure/slideshow/112859868.cms,"Pure ghee will dissolve completely, leaving no residues"
News,Ghee,Iodine test,producesindicator,color changes to blue,1,1,0.9,https://economictimes.indiatimes.com/news/web-stories/8-easy-tests-to-verify-if-your-desi-ghee-is-pure/slideshow/112859868.cms,"If the color changes to blue, it indicates the presence of starch"
News,Ghee,Taste test,producesindicator,"slightly sweet, rich taste",1,1,0.9,https://economictimes.indiatimes.com/news/web-stories/8-easy-tests-to-verify-if-your-desi-ghee-is-pure/slideshow/112859868.cms,"Pure desi ghee should have a slightly sweet, rich taste."
News,Ghee,Palm test,producesindicator,smooth and slightly oily,1,1,0.9,https://economictimes.indiatimes.com/news/web-stories/8-easy-tests-to-verify-if-your-desi-ghee-is-pure/slideshow/112859868.cms,Pure ghee will feel smooth and slightly oily
News,Ghee,fatty acid profile test,producesindicator,fatty acid profile mismatch,1,1,0.9,https://timesofindia.indiatimes.com/city/jaipur/fatty-acid-profile-new-test-to-check-spurious-ghee/articleshow/87092330.cms,Fatty acid profile of sample does not match the fatty acid profile of ghee
News,Ghee,testing,isperformedat,laboratories in Chandigarh or Karnal,1,1,0.85,https://www.hindustantimes.com/cities/gurugram-news/fda-gurugram-s-falls-short-in-its-sampling-efforts-during-diwali-101760641749819.html,samples are sent to laboratories in Chandigarh or Karnal for testing
News,Ghee,sensory detection of greasiness,producesindicator,excessively greasy feel,1,1,0.9,https://www.hindustantimes.com/cities/gurugram-news/fda-gurugram-s-falls-short-in-its-sampling-efforts-during-diwali-101760641749819.html,if you touch khoya and it feels excessively greasy
News,Ghee,SensoryTest,producesindicator,unusually shiny appearance,1,1,0.85,https://www.hindustantimes.com/cities/gurugram-news/fda-gurugram-s-falls-short-in-its-sampling-efforts-during-diwali-101760641749819.html,if you touch khoya and it feels excessively greasy or has an unusually shiny appearance
News,Ghee,sensory detection of shine,producesindicator,unusually shiny appearance,1,1,0.9,https://www.hindustantimes.com/cities/gurugram-news/fda-gurugram-s-falls-short-in-its-sampling-efforts-during-diwali-101760641749819.html,or has an unusually shiny appearance
News,Ghee,sensory detection of smell,producesindicator,distinct off-putting smell,1,1,0.9,https://www.hindustantimes.com/cities/gurugram-news/fda-gurugram-s-falls-short-in-its-sampling-efforts-during-diwali-101760641749819.html,"fake khoya has a distinct, off-putting smell"
News,Ghee,palm oil,detectedby,Baudouin test,1,1,0.85,https://timesofindia.indiatimes.com/city/hyderabad/shocking-test-results-1-in-5-ghee-samples-found-impure-in-hyderabad/articleshow/113715846.cms,multiple tests such as Baudouin
News,Ghee,Laboratory analysis,isperformedon,samples,1,1,0.9,https://timesofindia.indiatimes.com/city/hyderabad/unlicensed-dairy-unit-raided-ghee-milk-worth-rs-7-lakh-seized/articleshow/130401443.cms,Officials sent samples of the products for laboratory analysis
News,Ghee,animal fats,detectedby,NDDB analysis,1,1,0.8,https://www.siasat.com/andhra-govt-transfers-ttd-official-after-charge-sheet-in-ghee-case-3335023/,ghee samples from TTD sent to the NDDB clearly stated that there was a possibility of the presence of animal fats
News,Ghee,Analysis of mawa samples,isperformedat,State Food Testing Laboratory in Bhopal,1,1,0.9,https://www.freepressjournal.in/indore/1k-kg-adulterated-mawa-supplied-from-gwalior-seized-in-indore,sent to the State Food Testing Laboratory in Bhopal for analysis
News,Ghee,analysis at NDDB CALF Lab,isperformedon,ghee sample from A R Diary Food Private Ltd,1,1,0.9,https://www.thehansindia.com/news/national/fssai-issues-show-cause-notice-to-ghee-supplier-909190,ghee procurement committee of TTD has sent all the samples supplied to TTD for testing to NDDB CALF Lab
News,Ghee,examination of seized samples,isperformedat,State Food Testing Laboratory in Bhopal,1,1,0.9,https://www.freepressjournal.in/indore/indore-news-food-dept-seizes-1264-lakh-worth-mawa-sweets-ghee-in-major-crackdown,All samples have been sent to the State Food Testing Laboratory in Bhopal for examination
News,Ghee,Laboratory Analysis of Mawa,isperformedat,Bhopal laboratory,1,1,0.9,https://www.freepressjournal.in/indore/action-against-adulteration-in-indore-food-safety-officers-take-700-kg-mawa-into-custody,Several samples have already been sent to the Bhopal laboratory for examination
News,Ghee,detailed analysis,isperformedat,Bhopal food testing laboratory,1,1,0.9,https://www.freepressjournal.in/indore/action-against-adulteration-in-indore-food-safety-officers-take-700-kg-mawa-into-custody,undergoing detailed analysis at the Bhopal food testing laboratory
News,Ghee,CFTRI ghee adulteration finding,identifies,adulterant in ghee,1,1,0.8,https://indianexpress.com/article/india/tirupati-laddu-ghee-adulteration-case-sit-tender-norms-diluted-reports-suppressed-10514888/,CFTRI confirmed adulteration in ghee supplied by Vyshnavi Dairy and Bhole Baba Dairy
News,Ghee,water quality analysis,isperformedat,Tamil Nadu Water Supply and Drainage Board,1,1,0.85,https://www.thehindu.com/news/cities/Madurai/food-safety-license-must-for-temporary-shops-manufacturers-of-sweets-savouries-says-virudhunagar-collector/article70122107.ece,analysed by laboratories of Tamil Nadu Water Supply and Drainage Board
News,Ghee,analysis of water quality,isperformedat,Department of Public Health,1,1,0.85,https://www.thehindu.com/news/cities/Madurai/food-safety-license-must-for-temporary-shops-manufacturers-of-sweets-savouries-says-virudhunagar-collector/article70122107.ece,analysed by laboratories of Tamil Nadu Water Supply and Drainage Board or Department of Public Health
News,Ghee,refined oil,detectedby,butyro-refractometer technology,1,1,0.85,https://www.freepressjournal.in/bhopal/fssai-launches-ghee-purity-testing-drive-in-madhya-pradesh-ahead-of-festive-season-samples-sent-to-bhopal-indore-labs,using butyro-refractometer technology to detect any mixing of cheap substances like refined oil
News,Ghee,palm oil,detectedby,butyro-refractometer technology,1,1,0.85,https://www.freepressjournal.in/bhopal/fssai-launches-ghee-purity-testing-drive-in-madhya-pradesh-ahead-of-festive-season-samples-sent-to-bhopal-indore-labs,using butyro-refractometer technology to detect any mixing of cheap substances like refined oil or palm oil
News,Ghee,CFTRI ghee adulteration finding,identifies,beta-sitosterol,1,1,0.95,https://timesofindia.indiatimes.com/city/vijayawada/ap-cabinet-to-seek-further-probe-into-ttd-officials-role-in-procuring-adulterated-ghee/articleshow/127891842.cms,found âbeta-sitosterol'
News,Ghee,CFTRI report finding,identifies,beta-sitosterol,1,1,0.9,https://timesofindia.indiatimes.com/city/vijayawada/ap-cabinet-to-seek-further-probe-into-ttd-officials-role-in-procuring-adulterated-ghee/articleshow/127891842.cms,"CFTRI report found beta-sitosterol in ghee supplied by Bhole Baba, Premier, and Vyshnavi dairies"
News,Ghee,freezer test,producesindicator,forms layers,1,1,0.85,https://www.indiatoday.in/health/story/desi-ghee-demand-sees-a-surge-but-heres-what-nutritionists-want-you-to-know-2810309-2025-10-29?utm_source=rss,adulterated ghee forms layers
News,Ghee,animal fat,detectedby,micro-DNA testing,1,1,0.85,https://www.hindustantimes.com/india-news/ttd-chief-says-real-culprits-ignored-in-sit-charge-sheet-on-ghee-row-101769799977686.html,"use the micro-DNA testing as part of the investigation to scientifically determine the nature of substances used in the making of Tirupati laddu during the previous regime. He pointed out that the initial tests conducted by the National Dairy Development Board’s Centre for Analysis and Learning in Livestock and Food (NDDB CALF) in Anand, Gujarat, indicated the presence of animal fat in the ghee used in the laddu preparation."
News,Ghee,analysis of samples,isperformedat,"Drug, Food and Chemical Testing Laboratory",1,1,0.9,https://www.hindustantimes.com/cities/chandigarh-news/ludhiana15quintal-adulterated-paneer-destroyed-101728752710417.html,"These samples are sent to the Drug, Food and Chemical Testing Laboratory"
News,Ghee,IncidentFinding_VegetableFats,identifies,vegetable fats,1,1,0.95,https://www.thehindu.com/news/national/andhra-pradesh/ttd-ghee-adulteration-case-sit-arrests-close-aide-of-former-chairman-yv-subba-reddy/article70220944.ece,revealed the presence of vegetable fats
News,Ghee,ghee sample analysis,isperformedat,NABL-accredited labs,1,1,0.85,https://www.newindianexpress.com/states/andhra-pradesh/2024/Sep/23/ttd-to-conduct-santhi-homam-amid-concerns-over-ghee-quality-for-srivari-laddu,sending samples to NABL-accredited labs
News,Ghee,SensoryTest,producesindicator,colour,1,1,0.9,https://www.newindianexpress.com/states/andhra-pradesh/2024/Sep/23/ttd-to-conduct-santhi-homam-amid-concerns-over-ghee-quality-for-srivari-laddu,"evaluate the ghee based on colour, taste, and smell"
News,Ghee,SensoryTest,producesindicator,taste,1,1,0.9,https://www.newindianexpress.com/states/andhra-pradesh/2024/Sep/23/ttd-to-conduct-santhi-homam-amid-concerns-over-ghee-quality-for-srivari-laddu,"evaluate the ghee based on colour, taste, and smell"
News,Ghee,vegetable oils,detectedby,β-Sitosterol test,1,1,0.9,https://www.newindianexpress.com/thesundaystandard/2026/May/03/admin-failures-procedural-violations-led-to-ttd-ghee-adulteration-says-one-man-panel,presence of β-Sitosterol
News,Ghee,Ghee adulteration finding,identifies,soybean oil,1,1,0.85,https://www.hindustantimes.com/india-news/andhra-to-form-panel-to-identify-real-culprits-of-tirumala-ghee-adulteration-101770148393113.html,findings from the NDDB–CALF laboratory revealed possible presence of multiple suspected adulterants
News,Ghee,animal fat,detectedby,smell,1,1,0.85,https://indianexpress.com/article/india/caught-in-tirupati-laddu-row-firm-that-supplied-ghee-our-samples-first-tested-at-national-labs-9581216/,both would be highly detectable through smell and taste
News,Ghee,fish oil,detectedby,smell,1,1,0.85,https://indianexpress.com/article/india/caught-in-tirupati-laddu-row-firm-that-supplied-ghee-our-samples-first-tested-at-national-labs-9581216/,"The smell of fish oil, in particular, is impossible to disguise"
News,Ghee,fish oil,detectedby,taste,1,1,0.85,https://indianexpress.com/article/india/caught-in-tirupati-laddu-row-firm-that-supplied-ghee-our-samples-first-tested-at-national-labs-9581216/,both would be highly detectable through smell and taste
News,Ghee,analysis of ghee sample,isperformedon,ghee sample from Bansidhar Dairy Farm,1,1,0.9,https://timesofindia.indiatimes.com/city/vadodara/129kg-of-spurious-ghee-seized-in-vadodara/articleshow/112436304.cms,Samples were taken and sent to the public health laboratory
News,Ghee,analysis of ghee sample,isperformedat,public health laboratory of the civic body,1,1,0.9,https://timesofindia.indiatimes.com/city/vadodara/129kg-of-spurious-ghee-seized-in-vadodara/articleshow/112436304.cms,sent to the public health laboratory of the civic body
News,Ghee,SensoryTest for texture and smell,producesindicator,"soft, slightly grainy texture with a natural milk aroma",1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/200-kg-of-unhygienic-and-adulterated-peda-destroyed-how-to-make-preservative-free-peda-at-home-for-bhog/articleshow/131264886.cms,"If it is pure, it will have a soft, slightly grainy texture with a natural milk aroma."
News,Ghee,SensoryTest for texture and smell,producesindicator,"artificial, overly sweet, or chemical-like smell",1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/200-kg-of-unhygienic-and-adulterated-peda-destroyed-how-to-make-preservative-free-peda-at-home-for-bhog/articleshow/131264886.cms,"if it smells too artificial, overly sweet, or chemical-like"
News,Ghee,Check the Texture and Smell,producesindicator,"artificial, overly sweet, or chemical-like smell",1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/200-kg-of-unhygienic-and-adulterated-peda-destroyed-how-to-make-preservative-free-peda-at-home-for-bhog/articleshow/131264886.cms,"If it smells too artificial, overly sweet, or chemical-like"
News,Ghee,Test in Warm Water,producesindicator,dissolve slowly and evenly,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/200-kg-of-unhygienic-and-adulterated-peda-destroyed-how-to-make-preservative-free-peda-at-home-for-bhog/articleshow/131264886.cms,it will dissolve slowly and evenly
News,Ghee,analysis of food samples,isperformedat,State Food Testing Laboratory,1,1,0.9,https://www.freepressjournal.in/indore/food-safety-department-suspends-restaurant-licence-over-unhygienic-conditions-in-neemuch-2,sent them to the State Food Testing Laboratory for analysis
News,Ghee,TTD ghee adulteration finding,identifies,animal fat,1,1,0.9,https://economictimes.indiatimes.com/news/india/ttd-files-plaint-against-ar-dairy-for-supplying-adulterated-ghee-to-tirupati-temple/articleshow/113670742.cms,adulterated ghee containing animal fat
News,Ghee,TTD ghee adulteration finding,identifies,lard,1,1,0.9,https://economictimes.indiatimes.com/news/india/ttd-files-plaint-against-ar-dairy-for-supplying-adulterated-ghee-to-tirupati-temple/articleshow/113670742.cms,adulterated ghee containing animal fat and lard
News,Ghee,laboratory test,isperformedat,National Dairy Development Board,1,1,0.9,https://www.thehansindia.com/andhra-pradesh/telangana-vijaya-dairy-alleges-adulteration-in-ap-vijaya-ghee-1055114,laboratory test conducted by the National Dairy Development Board
News,Ghee,laboratory test,producesindicator,vegetable deposits,1,1,0.9,https://www.thehansindia.com/andhra-pradesh/telangana-vijaya-dairy-alleges-adulteration-in-ap-vijaya-ghee-1055114,test report clearly indicated the presence of vegetable deposits
