food,adulterant_or_substitute,effect,same_article_articles,same_snippet_articles,article_ids,inference_level
watermelon,salmonella,fflo acuteeffect,1,0,milk-106bb95902835ba4,same-article contextual hypothesis; causal edge is not explicit
watermelon,e coli,fflo acuteeffect,1,0,milk-106bb95902835ba4,same-article contextual hypothesis; causal edge is not explicit
buckwheat flour,contaminant,food poisoning,1,0,milk-11fd11fddaf917f6,same-article contextual hypothesis; causal edge is not explicit
Milk,dioxins,bloating,1,0,milk-128a72609a921d42,same-article contextual hypothesis; causal edge is not explicit
Milk,dioxins,reduced digestion capacity,1,0,milk-128a72609a921d42,same-article contextual hypothesis; causal edge is not explicit
Curd/yoghurt,ethylene glycol,fflo acuteeffect,1,0,milk-16230efeb01fc650,same-article contextual hypothesis; causal edge is not explicit
Paneer,water,food poisoning,1,0,milk-18cbe2e91f8e5d65,same-article contextual hypothesis; causal edge is not explicit
Paneer,water,allergic reaction,1,0,milk-18cbe2e91f8e5d65,same-article contextual hypothesis; causal edge is not explicit
tea powder,coconut shell powder,jaundice,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,coconut shell powder,typhoid,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,coconut shell powder,allergic reaction,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,coconut shell powder,cancer/carcinogenicity,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,coconut shell powder,fflo acuteeffect,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,sunset yellow,jaundice,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,sunset yellow,typhoid,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,sunset yellow,allergic reaction,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,sunset yellow,cancer/carcinogenicity,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,sunset yellow,fflo acuteeffect,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,tartrazine,jaundice,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,tartrazine,typhoid,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,tartrazine,allergic reaction,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,tartrazine,cancer/carcinogenicity,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,tartrazine,fflo acuteeffect,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,toxic chemical essence,jaundice,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,toxic chemical essence,typhoid,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,toxic chemical essence,allergic reaction,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,toxic chemical essence,cancer/carcinogenicity,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
tea powder,toxic chemical essence,fflo acuteeffect,1,0,milk-1bc3850cd2e7f314,same-article contextual hypothesis; causal edge is not explicit
mithais,synthetic dyes,hepatitis a,1,0,milk-23a41dc5e4dfc0cc,same-article contextual hypothesis; causal edge is not explicit
mithais,synthetic dyes,acute diarrhoeal illness,1,0,milk-23a41dc5e4dfc0cc,same-article contextual hypothesis; causal edge is not explicit
mithais,synthetic dyes,dehydration,1,0,milk-23a41dc5e4dfc0cc,same-article contextual hypothesis; causal edge is not explicit
Milk,salmonella,dehydration,1,0,milk-23a41dc5e4dfc0cc,same-article contextual hypothesis; causal edge is not explicit
Milk,shigella dysenteriae,dehydration,1,0,milk-23a41dc5e4dfc0cc,same-article contextual hypothesis; causal edge is not explicit
honey,high fructose corn syrup,adverse effects on health,1,0,milk-276ea065de599828,same-article contextual hypothesis; causal edge is not explicit
honey,rice syrup,adverse effects on health,1,0,milk-276ea065de599828,same-article contextual hypothesis; causal edge is not explicit
honey,corn syrup,adverse effects on health,1,0,milk-276ea065de599828,same-article contextual hypothesis; causal edge is not explicit
honey,sugarcane syrup,adverse effects on health,1,0,milk-276ea065de599828,same-article contextual hypothesis; causal edge is not explicit
honey,beetroot syrup,adverse effects on health,1,0,milk-276ea065de599828,same-article contextual hypothesis; causal edge is not explicit
honey,advanced syrups,adverse effects on health,1,0,milk-276ea065de599828,same-article contextual hypothesis; causal edge is not explicit
honey,advanced syrups,increases sugar level in the body,1,0,milk-276ea065de599828,same-article contextual hypothesis; causal edge is not explicit
chilli gobi,non permitted colouring agents,storing prepared food and raw materials together,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chilli gobi,non permitted colouring agents,typhoid,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chilli gobi,non permitted colouring agents,non typhoidal salmonellosis,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chilli gobi,non permitted colouring agents,fflo acuteeffect,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chilli gobi,non permitted colouring agents,gastrointestinal illness,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chilli gobi,non permitted colouring agents,typhoid fever,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chilli gobi,non permitted colouring agents,diarrhoea,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chilli gobi,non permitted colouring agents,viral enteritis,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chilli gobi,non permitted colouring agents,obesity,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken,non permitted colouring agents,storing prepared food and raw materials together,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken,non permitted colouring agents,typhoid,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken,non permitted colouring agents,non typhoidal salmonellosis,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken,non permitted colouring agents,fflo acuteeffect,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken,non permitted colouring agents,gastrointestinal illness,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken,non permitted colouring agents,typhoid fever,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken,non permitted colouring agents,diarrhoea,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken,non permitted colouring agents,viral enteritis,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken,non permitted colouring agents,obesity,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
gobi manchurian,unapproved colours,storing prepared food and raw materials together,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
gobi manchurian,unapproved colours,fflo acuteeffect,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
gobi manchurian,unapproved colours,gastrointestinal illness,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
gobi manchurian,unapproved colours,typhoid fever,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
gobi manchurian,unapproved colours,diarrhoea,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
gobi manchurian,unapproved colours,viral enteritis,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
gobi manchurian,unapproved colours,obesity,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken manchurian,unapproved colours,storing prepared food and raw materials together,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken manchurian,unapproved colours,fflo acuteeffect,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken manchurian,unapproved colours,gastrointestinal illness,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken manchurian,unapproved colours,typhoid fever,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken manchurian,unapproved colours,diarrhoea,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken manchurian,unapproved colours,viral enteritis,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
chicken manchurian,unapproved colours,obesity,1,0,milk-27e4da543cad4a03,same-article contextual hypothesis; causal edge is not explicit
baby food,lead,cancer/carcinogenicity,1,0,milk-29425e997318adaa,same-article contextual hypothesis; causal edge is not explicit
rice cereal,arsenic,behavioral changes,1,0,milk-29425e997318adaa,same-article contextual hypothesis; causal edge is not explicit
rice cereal,arsenic,iq reduction,1,0,milk-29425e997318adaa,same-article contextual hypothesis; causal edge is not explicit
mashed sweet potatoes,lead,cancer/carcinogenicity,1,0,milk-29425e997318adaa,same-article contextual hypothesis; causal edge is not explicit
leafy greens,heavy metals,behavioral changes,1,0,milk-29425e997318adaa,same-article contextual hypothesis; causal edge is not explicit
leafy greens,heavy metals,iq reduction,1,0,milk-29425e997318adaa,same-article contextual hypothesis; causal edge is not explicit
leafy greens,heavy metals,cancer/carcinogenicity,1,0,milk-29425e997318adaa,same-article contextual hypothesis; causal edge is not explicit
baby food,heavy metals,behavioral changes,1,0,milk-29425e997318adaa,same-article contextual hypothesis; causal edge is not explicit
baby food,heavy metals,iq reduction,1,0,milk-29425e997318adaa,same-article contextual hypothesis; causal edge is not explicit
baby food,heavy metals,cancer/carcinogenicity,1,0,milk-29425e997318adaa,same-article contextual hypothesis; causal edge is not explicit
Milk,starch,fflo acuteeffect,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
Milk,caustic soda,fflo acuteeffect,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
Milk,caustic soda,kidney damage,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
Milk,caustic soda,liver damage,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
Milk,formalin/formaldehyde,fflo acuteeffect,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
Milk,formalin/formaldehyde,cancer/carcinogenicity,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
Milk,formalin/formaldehyde,liver damage,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
Paneer,detergent,fflo acuteeffect,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
Curd/yoghurt,detergent,fflo acuteeffect,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
Curd/yoghurt,detergent,cancer/carcinogenicity,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
Curd/yoghurt,detergent,kidney damage,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
Curd/yoghurt,detergent,liver damage,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
sweets,detergent,fflo acuteeffect,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
sweets,detergent,cancer/carcinogenicity,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
sweets,detergent,kidney damage,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
sweets,detergent,liver damage,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,formalin/formaldehyde,fflo acuteeffect,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,formalin/formaldehyde,gastrointestinal discomfort,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,formalin/formaldehyde,irritate the digestive tract,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,formalin/formaldehyde,multi-organ failure,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,malachite green,fflo acuteeffect,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,malachite green,gastrointestinal discomfort,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,malachite green,irritate the digestive tract,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,malachite green,multi-organ failure,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,malachite green,metabolic disturbances,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,rhodamine B,fflo acuteeffect,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,rhodamine B,gastrointestinal discomfort,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,rhodamine B,irritate the digestive tract,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,rhodamine B,multi-organ failure,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,rhodamine B,metabolic disturbances,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,ammonia,fflo acuteeffect,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,ammonia,gastrointestinal discomfort,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,ammonia,irritate the digestive tract,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,ammonia,multi-organ failure,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
fish,ammonia,metabolic disturbances,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
chilli powder,sudan red,fflo acuteeffect,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
chilli powder,sudan red,gastrointestinal discomfort,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
chilli powder,sudan red,irritate the digestive tract,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
chilli powder,sudan red,multi-organ failure,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
chilli powder,sudan red,metabolic disturbances,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
turmeric,lead chromate,fflo acuteeffect,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
turmeric,lead chromate,gastrointestinal discomfort,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
turmeric,lead chromate,irritate the digestive tract,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
turmeric,lead chromate,multi-organ failure,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
turmeric,lead chromate,metabolic disturbances,1,0,milk-2d4c6eb27aa0b942,same-article contextual hypothesis; causal edge is not explicit
bottled water,microplastics,human health threats,1,0,milk-33bdb7855037fe99,same-article contextual hypothesis; causal edge is not explicit
fruits and vegetables,pesticide residue,obesity,1,0,milk-3812e38befd121be,same-article contextual hypothesis; causal edge is not explicit
large fish species,mercury,obesity,1,0,milk-3812e38befd121be,same-article contextual hypothesis; causal edge is not explicit
grains,aflatoxins,obesity,1,0,milk-3812e38befd121be,same-article contextual hypothesis; causal edge is not explicit
Paneer,ala,kidney damage,1,0,milk-3860e6654d518030,same-article contextual hypothesis; causal edge is not explicit
Paneer,ala,digestive system damage,1,0,milk-3860e6654d518030,same-article contextual hypothesis; causal edge is not explicit
Paneer,ala,cancer/carcinogenicity,1,0,milk-3860e6654d518030,same-article contextual hypothesis; causal edge is not explicit
Paneer,ala,stomach pain,1,0,milk-3860e6654d518030,same-article contextual hypothesis; causal edge is not explicit
Paneer,ala,vomiting,1,0,milk-3860e6654d518030,same-article contextual hypothesis; causal edge is not explicit
Paneer,ala,indigestion,1,0,milk-3860e6654d518030,same-article contextual hypothesis; causal edge is not explicit
Paneer,ala,heart problems,1,0,milk-3860e6654d518030,same-article contextual hypothesis; causal edge is not explicit
Milk,palm oil family,digestive system damage,1,0,milk-3860e6654d518030,same-article contextual hypothesis; causal edge is not explicit
Milk,palm oil family,cancer/carcinogenicity,1,0,milk-3860e6654d518030,same-article contextual hypothesis; causal edge is not explicit
Milk,palm oil family,indigestion,1,0,milk-3860e6654d518030,same-article contextual hypothesis; causal edge is not explicit
Milk,palm oil family,heart problems,1,0,milk-3860e6654d518030,same-article contextual hypothesis; causal edge is not explicit
Milk,plastic,oxidative stress,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
Milk,plastic,immune disorders,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
Milk,plastic,cancer/carcinogenicity,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
Milk,plastic,digestive blockages,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
Milk,plastic,intestinal perforations,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
Milk,plastic,health risks to humans,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
meat,plastic,oxidative stress,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
meat,plastic,immune disorders,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
meat,plastic,cancer/carcinogenicity,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
meat,plastic,digestive blockages,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
meat,plastic,intestinal perforations,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
meat,plastic,health risks to humans,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
seafood,microplastics,respiratory problems,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
seafood,microplastics,neurological effects,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
seafood,microplastics,digestive blockages,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
seafood,microplastics,intestinal perforations,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
seafood,microplastics,health risks to humans,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
poultry,microplastics,respiratory problems,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
poultry,microplastics,neurological effects,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
poultry,microplastics,digestive blockages,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
poultry,microplastics,intestinal perforations,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
poultry,microplastics,health risks to humans,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
fruits,microplastics,respiratory problems,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
fruits,microplastics,neurological effects,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
fruits,microplastics,digestive blockages,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
fruits,microplastics,intestinal perforations,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
fruits,microplastics,health risks to humans,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
vegetables,microplastics,respiratory problems,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
vegetables,microplastics,neurological effects,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
vegetables,microplastics,digestive blockages,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
vegetables,microplastics,intestinal perforations,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
vegetables,microplastics,health risks to humans,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
prepared foods,microplastics,respiratory problems,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
prepared foods,microplastics,neurological effects,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
prepared foods,microplastics,digestive blockages,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
prepared foods,microplastics,intestinal perforations,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
prepared foods,microplastics,health risks to humans,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
Milk,plastic waste,respiratory problems,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
Milk,plastic waste,neurological effects,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
Milk,plastic waste,oxidative stress,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
Milk,plastic waste,immune disorders,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
Milk,plastic waste,cancer/carcinogenicity,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
meat,plastic waste,respiratory problems,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
meat,plastic waste,neurological effects,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
meat,plastic waste,oxidative stress,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
meat,plastic waste,immune disorders,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
meat,plastic waste,cancer/carcinogenicity,1,0,milk-39bc1a13a79ae513,same-article contextual hypothesis; causal edge is not explicit
Milk,ddt,death,1,0,milk-3e085d4a6d2bb9a0,same-article contextual hypothesis; causal edge is not explicit
Milk,ddt,cancer/carcinogenicity,1,0,milk-3e085d4a6d2bb9a0,same-article contextual hypothesis; causal edge is not explicit
powdered infant formula,harmful pathogens,intestinal infections,1,0,milk-41fa8a1322cd24cd,same-article contextual hypothesis; causal edge is not explicit
powdered infant formula,harmful pathogens,death,1,0,milk-41fa8a1322cd24cd,same-article contextual hypothesis; causal edge is not explicit
powdered infant formula,enterococcus faecium,death,1,0,milk-41fa8a1322cd24cd,same-article contextual hypothesis; causal edge is not explicit
powdered infant formula,enterococcus faecium,intestinal infections,1,0,milk-41fa8a1322cd24cd,same-article contextual hypothesis; causal edge is not explicit
mango pulp,unauthorised food colours,nausea,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,unauthorised food colours,vomiting,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,unauthorised food colours,gastrointestinal illness,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,unauthorised food colours,diarrhoea,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,unauthorised food colours,neurological effects,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,unauthorised food colours,respiratory tract irritation,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,unauthorised food colours,rashes,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,unauthorised food colours,cancer/carcinogenicity,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,unauthorised food colours,hormonal imbalances,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,substances not permitted under food safety regulations,nausea,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,substances not permitted under food safety regulations,vomiting,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,substances not permitted under food safety regulations,gastrointestinal illness,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,substances not permitted under food safety regulations,diarrhoea,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,substances not permitted under food safety regulations,neurological effects,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,substances not permitted under food safety regulations,respiratory tract irritation,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,substances not permitted under food safety regulations,rashes,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,substances not permitted under food safety regulations,cancer/carcinogenicity,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,substances not permitted under food safety regulations,hormonal imbalances,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,liquid saffron coloured solution,nausea,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,liquid saffron coloured solution,vomiting,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,liquid saffron coloured solution,gastrointestinal illness,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,liquid saffron coloured solution,diarrhoea,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,liquid saffron coloured solution,neurological effects,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,liquid saffron coloured solution,respiratory tract irritation,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,liquid saffron coloured solution,rashes,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,liquid saffron coloured solution,cancer/carcinogenicity,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
mango pulp,liquid saffron coloured solution,hormonal imbalances,1,0,milk-428c86809981aab7,same-article contextual hypothesis; causal edge is not explicit
Paneer,dust,food poisoning,1,0,milk-483ee5bce86d2d3d,same-article contextual hypothesis; causal edge is not explicit
Paneer,dust,gastrointestinal infections,1,0,milk-483ee5bce86d2d3d,same-article contextual hypothesis; causal edge is not explicit
Paneer,starch,gastrointestinal infections,1,0,milk-483ee5bce86d2d3d,same-article contextual hypothesis; causal edge is not explicit
Paneer,low quality milk substitutes,food poisoning,1,0,milk-483ee5bce86d2d3d,same-article contextual hypothesis; causal edge is not explicit
Paneer,low quality milk substitutes,gastrointestinal infections,1,0,milk-483ee5bce86d2d3d,same-article contextual hypothesis; causal edge is not explicit
Paneer,chemicals,food poisoning,1,0,milk-483ee5bce86d2d3d,same-article contextual hypothesis; causal edge is not explicit
Paneer,chemicals,gastrointestinal infections,1,0,milk-483ee5bce86d2d3d,same-article contextual hypothesis; causal edge is not explicit
Milk,detergent,weakens bones,1,0,milk-4fcc3a01e43c315a,same-article contextual hypothesis; causal edge is not explicit
