snippet_id,source_id,source_file,source_type,chunk_index,subject,subject_type,subject_id,predicate,object,object_type,object_id,confidence,evidence_span
src_pdf_021_chunk_0094,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,94,Emblica officinalis,fkg:Food,,fflo:hasScientificName,Emblica officinalis Gaertn.,xsd:string,,0.95,Emb lica officinalis Gaertn.
src_pdf_021_chunk_0094,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,94,Phyllanthus emblica,fkg:Food,,fflo:hasDefinition,Amla,xsd:string,,0.95,Anwala /: Amla
src_pdf_021_chunk_0094,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,94,Phyllanthus emblica,fkg:Food,,fflo:hasDefinition,Anwala,xsd:string,,0.95,Anwala /: Amla
src_pdf_021_chunk_0094,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,94,Embelia ribes,fkg:Food,,fflo:hasScientificName,Embelia ribes Burm. f.,xsd:string,,0.95,Emb elia ribes Burm. f.
src_pdf_021_chunk_0094,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,94,Embelia ribes,fkg:Food,,fkg:hasIngredient,Fruit,fkg:Ingredient,,0.95,Fruit: Fruit | Anwala /: Bhabhiranga
src_pdf_021_chunk_0094,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,94,Embelia ribes,fkg:Food,,fflo:hasDefinition,Bhabhiranga,xsd:string,,0.95,Anwala /: Bhabhiranga
src_pdf_021_chunk_0094,src_pdf_021,markdown/compendium_nutra_29_09_2021.md,pdf,94,Embelia ribes,fflo:HealthEffect,,fflo:affectsPopulation,females planning to conceive,fflo:VulnerablePopulation,,0.95,Not recommended for females planning to conceive
src_pdf_005_chunk_0035,src_pdf_005,markdown/appendix_a_4.md,pdf,35,Fermented vegetables,fflo:FoodCategory,,fflo:hasDefinition,"formed by the action of lactic acid bacteria, usually in the presence of salt",xsd:string,,0.95,"formed by the action of lactic acid bacteria, usually in the presence of salt"
src_pdf_005_chunk_0035,src_pdf_005,markdown/appendix_a_4.md,pdf,35,Cooked or fried vegetables,fflo:FoodCategory,,fflo:hasDefinition,"Vegetables those are steamed, boiled, baked, or fried, with or without a coating, for presentation to the consumer",xsd:string,,0.95,"Vegetables those are steamed, boiled, baked, or fried, with or without a coating, for presentation to the consumer"
src_pdf_005_chunk_0035,src_pdf_005,markdown/appendix_a_4.md,pdf,35,Cooked or fried vegetables,fkg:Food,,fkg:hasIngredient,mushrooms and fungi,fkg:Ingredient,,0.95,including mushrooms and fungi
src_pdf_005_chunk_0035,src_pdf_005,markdown/appendix_a_4.md,pdf,35,Cooked or fried vegetables,fflo:FoodCategory,,fflo:hasSubcategory,roots and tubers,fflo:FoodCategory,,0.95,"including mushrooms and fungi, roots and tubers"
src_pdf_005_chunk_0035,src_pdf_005,markdown/appendix_a_4.md,pdf,35,Cooked or fried vegetables,fkg:Food,,fkg:hasIngredient,pulses and legumes,fkg:Ingredient,,0.95,"including mushrooms and fungi, roots and tubers, pulses and legumes"
src_pdf_005_chunk_0035,src_pdf_005,markdown/appendix_a_4.md,pdf,35,Cooked or fried vegetables,fkg:Food,,fkg:hasIngredient,aloe vera,fkg:Ingredient,,0.95,"including mushrooms and fungi, roots and tubers, pulses and legumes, and aloe vera"
src_pdf_005_chunk_0035,src_pdf_005,markdown/appendix_a_4.md,pdf,35,Cooked or fried vegetables,fflo:FoodCategory,,fflo:hasDefinition,seaweeds,fkg:Ingredient,,0.95,and seaweeds
src_pdf_005_chunk_0035,src_pdf_005,markdown/appendix_a_4.md,pdf,35,Cocoa products and chocolate products,fflo:FoodCategory,,fflo:hasSubcategory,Cocoa mixes,fflo:FoodCategory,,0.95,5.1.1 Cocoa mixes
src_pdf_005_chunk_0035,src_pdf_005,markdown/appendix_a_4.md,pdf,35,Cocoa products and chocolate products,fflo:FoodCategory,,fflo:hasDefinition,This category is divided to reflect the variety of standardized and non-standardized cocoa- and chocolatebasedproducts,xsd:string,,0.95,This category is divided to reflect the variety of standardized and non-standardized cocoa- and chocolatebasedproducts
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,CATECHU (Edible),fkg:Food,,fflo:hasAdulterant,sand,fflo:ContaminantAdulterant,,0.95,"free from infestation, sand, earth or other dirt"
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,CATECHU (Edible),fkg:Food,,fflo:hasAdulterant,earth,fflo:ContaminantAdulterant,,0.95,"free from infestation, sand, earth or other dirt"
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_catechu_moisture_0001,fflo:PermissibleLimit,,fflo:inFood,CATECHU (Edible),fkg:Food,,0.95,"When dried to constant weight at 100oC, it shall not lose more than 16 per cent"
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_catechu_wir_0001,fflo:PermissibleLimit,,fflo:forProperty,Water insoluble residue,ssn:Property,,0.95,Water insoluble residue (dried at 100oC) shall not be more than 25 per cent
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_catechu_wir_0001,fflo:PermissibleLimit,,fflo:hasValue,25 per cent,fso:Measurement,,0.95,shall not be more than 25 per cent by weight
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_catechu_wir_0001,fflo:PermissibleLimit,,fflo:inFood,CATECHU (Edible),fkg:Food,,0.95,Water insoluble residue (dried at 100oC) shall not be more than 25 per cent
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_catechu_air_0001,fflo:PermissibleLimit,,fflo:forProperty,Alcohol insoluble residue,ssn:Property,,0.95,Alcohol insoluble residue in Not more than 30 percent by weight
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_catechu_air_0001,fflo:PermissibleLimit,,fflo:hasValue,30 percent,fso:Measurement,,0.95,Not more than 30 percent by weight
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_catechu_air_0001,fflo:PermissibleLimit,,fflo:inFood,CATECHU (Edible),fkg:Food,,0.95,Alcohol insoluble residue in Not more than 30 percent by weight
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_catechu_ash_0001,fflo:PermissibleLimit,,fflo:forProperty,Total ash,ssn:Property,,0.95,Total ash on dry basis by Not more than 8 per cent
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_catechu_ash_0001,fflo:PermissibleLimit,,fflo:hasValue,8 per cent,fso:Measurement,,0.95,Not more than 8 per cent
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_catechu_ash_hcl_0001,fflo:PermissibleLimit,,fflo:hasValue,0.5 per cent,fso:Measurement,,0.95,Not more than 0.5 per cent on dry
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_catechu_ash_hcl_0001,fflo:PermissibleLimit,,fflo:inFood,CATECHU (Edible),fkg:Food,,0.95,Ash insoluble in HCl Not more than 0.5 per cent on dry
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_bhatti_ash_hcl_0001,fflo:PermissibleLimit,,fflo:forProperty,Ash insoluble in dilute hydrochloric acid,ssn:Property,,0.95,"in case of Bhatti Katha, the ash insoluble in dilute hydrochloric acid on dry basis shall not be more than 1.5 per cent"
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_bhatti_ash_hcl_0001,fflo:PermissibleLimit,,fflo:hasValue,1.5 per cent,fso:Measurement,,0.95,shall not be more than 1.5 per cent
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_bhatti_ash_hcl_0001,fflo:PermissibleLimit,,fflo:inFood,Bhatti Katha,fkg:Food,,0.95,"in case of Bhatti Katha, the ash insoluble in dilute hydrochloric acid"
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,GELATIN,fkg:Food,,fkg:hasIngredient,purified product obtained by partial hydrolysis of collagen,fkg:Ingredient,,0.95,shall be purified product obtained by partial hydrolysis of collagen
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,GELATIN,fkg:Food,,fkg:hasIngredient,"collagen derived from the skin, white connective tissues and bones of animals",fkg:Ingredient,,0.95,"derived from the skin, white connective tissues and bones of animals"
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_gelatin_moisture_0001,fflo:PermissibleLimit,,fflo:forProperty,Moisture,ssn:Property,,0.95,more than 15 per cent moisture
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_gelatin_moisture_0001,fflo:PermissibleLimit,,fflo:inFood,GELATIN,fkg:Food,,0.95,more than 15 per cent moisture
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_gelatin_ash_0001,fflo:PermissibleLimit,,fflo:hasValue,3.0 per cent,fso:Measurement,,0.95,more than 3.0 per cent of total ash
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_gelatin_ash_0001,fflo:PermissibleLimit,,fflo:inFood,GELATIN,fkg:Food,,0.95,more than 3.0 per cent of total ash
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_gelatin_so2_0001,fflo:PermissibleLimit,,fflo:inFood,GELATIN,fkg:Food,,0.95,more than 1000 parts per million of sulphur dioxide
src_pdf_001_chunk_0002,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,2,ev_gelatin_nitrogen_0001,fflo:PermissibleLimit,,fflo:forProperty,Nitrogen,ssn:Property,,0.95,"less than 15 per cent of nitrogen, on dry weight basis"
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fflo:FoodCategory,,fflo:hasDefinition,"a combination capable, under conditions of baking, of yielding carbon dioxide and consists of sodium bicarbonate, and acid-reacting material, starch or other neutral material",xsd:string,,0.95,"Baking powder means a combination capable, under conditions of baking, of yielding carbon dioxide"
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,sodium bicarbonate,fkg:Ingredient,,0.95,consists of sodium bicarbonate
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,sodium bicarbonate,fkg:Ingredient,,fflo:hasDefinition,INS 500(ii),xsd:string,,0.95,sodium bicarbonate (INS 500(ii))
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,acidulants,fkg:Ingredient,,0.95,with suitable mixture of acidulants
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,starch,fkg:Ingredient,,0.95,inert material of starch
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,ev_moisture_limit_0001,fflo:PermissibleLimit,,fflo:forProperty,moisture,ssn:Property,,0.95,keep the moisture below the critical conditions i.e. 5%
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,ev_moisture_limit_0001,fflo:PermissibleLimit,,fflo:hasValue,5%,fso:Measurement,,0.95,below the critical conditions i.e. 5%
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,ev_moisture_limit_0001,fflo:PermissibleLimit,,fflo:inFood,Baking powder,fkg:Food,,0.95,Baking powder... keep the moisture below
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,Edible starches,fkg:Ingredient,,0.7,"It may also contain any of the following,- (i) Edible starches"
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Edible starches,fflo:FoodAdditive,,fflo:hasDefinition,"Starches obtained from cereals, roots and tubers",xsd:string,,0.95,"Edible starches - Starches obtained from cereals, roots and tubers"
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,calcium lactate,fkg:Ingredient,,0.7,Neutral materials- such as calcium lactate
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,anhydrous calcium sulphate,fkg:Ingredient,,0.7,anhydrous calcium sulphate
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,sodium sulphate,fkg:Ingredient,,0.7,sodium sulphate
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,gamma-delta lactone,fkg:Ingredient,,0.7,gamma- delta lactone
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,acid pectin,fkg:Ingredient,,0.7,acid pectin
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,Mono calcium phosphate mono hydrate,fkg:Ingredient,,0.95,It shall be any one or combination of the following: (i) Mono calcium phosphate mono hydrate
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Mono calcium phosphate mono hydrate,fkg:Ingredient,,fflo:hasDefinition,INS 341 (iii),xsd:string,,0.95,Mono calcium phosphate mono hydrate INS 341 (iii)
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,Mono calcium phosphate anhydrous,fkg:Ingredient,,0.95,(ii) Mono calcium phosphate anhydrous
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Mono calcium phosphate anhydrous,fkg:Ingredient,,fflo:hasDefinition,INS 341(iii),xsd:string,,0.95,Mono calcium phosphate anhydrous INS 341(iii)
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,Sodium aluminum phosphate,fkg:Ingredient,,0.95,(iii) Sodium aluminum phosphate
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Sodium aluminum phosphate,fkg:Ingredient,,fflo:hasDefinition,INS 541(i),xsd:string,,0.95,Sodium aluminum phosphate INS 541(i)
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,Ammonium dihydrogen phosphate,fkg:Ingredient,,0.95,(iv) Ammonium dihydrogen phosphate
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Ammonium dihydrogen phosphate,fkg:Ingredient,,fflo:hasDefinition,INS 342(i),xsd:string,,0.95,Ammonium dihydrogen phosphate INS 342(i)
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,Calcium carbonate,fkg:Ingredient,,0.95,(v) Calcium carbonate
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Calcium carbonate,fkg:Ingredient,,fflo:hasDefinition,INS 170(i),xsd:string,,0.95,Calcium carbonate INS 170(i)
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,Potassium bitartrate,fkg:Ingredient,,0.95,(vi) Potassium bitartrate
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Potassium bitartrate,fkg:Ingredient,,fflo:hasScientificName,potassium hydrogen tartrate (Cream of tartar),xsd:string,,0.95,Potassium bitartrate or potassium hydrogen tartrate (Cream of tartar)
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,Tartaric Acid,fkg:Ingredient,,0.95,(vii) Tartaric Acid
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Tartaric Acid,fkg:Ingredient,,fflo:hasDefinition,INS 334,xsd:string,,0.95,Tartaric Acid INS 334
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,Tricalcium Phosphate,fkg:Ingredient,,0.95,(viii) Tricalcium Phosphate
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Tricalcium Phosphate,fkg:Ingredient,,fflo:hasDefinition,INS 341(iii),xsd:string,,0.95,Tricalcium Phosphate INS 341(iii)
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,Glucono delta lactone,fkg:Ingredient,,0.95,(ix) Glucono delta lactone
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,Calcium silicate,fkg:Ingredient,,0.95,(x) Calcium silicate
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Calcium silicate,fkg:Ingredient,,fflo:hasDefinition,INS 552,xsd:string,,0.95,Calcium silicate INS 552
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,ev_calcium_silicate_limit_0001,fflo:PermissibleLimit,,fflo:hasValue,10%,fso:Measurement,,0.95,not more than 10%
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,ev_calcium_silicate_limit_0001,fflo:PermissibleLimit,,fflo:inFood,Baking powder,fkg:Food,,0.95,Baking powder... Calcium silicate
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,Aluminium sodium sulphate,fkg:Ingredient,,0.95,(xi) Aluminium sodium sulphate
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Aluminium sodium sulphate,fkg:Ingredient,,fflo:hasDefinition,INS 521,xsd:string,,0.95,Aluminium sodium sulphate INS 521
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fkg:Food,,fkg:hasIngredient,Sodium acid pyrophosphate,fkg:Ingredient,,0.95,(xii) Sodium acid pyrophosphate
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Sodium acid pyrophosphate,fkg:Ingredient,,fflo:hasDefinition,INS 450(i),xsd:string,,0.95,Sodium acid pyrophosphate INS 450(i)
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,Baking powder,fflo:FoodStandard,,fflo:hasDefinition,white free flowing powder and free of any off odour,xsd:string,,0.95,It shall be in form of white free flowing powder and free of any off odour
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,ev_yield_limit_0001,fflo:PermissibleLimit,,fflo:forProperty,yield,ssn:Property,,0.95,baking powder shall yield not less than 10 per cent of its weight
src_pdf_001_chunk_0001,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,1,ev_yield_limit_0001,fflo:PermissibleLimit,,fflo:hasValue,10%,fso:Measurement,,0.95,not less than 10 per cent of its weight
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Crackers,fflo:FoodCategory,,fflo:hasDefinition,"a thin, crisp wafer, usually dough",xsd:string,,0.95,"The term “cracker” refers to a thin, crisp wafer, usually dough"
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Other ordinary bakery products,fflo:FoodCategory,,fflo:hasSubcategory,cornbread,fflo:FoodCategory,,0.95,such as cornbread and biscuits
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Other ordinary bakery products,fflo:FoodCategory,,fflo:hasSubcategory,bagels,fflo:FoodCategory,,0.95,"bagels, pita and muffins"
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,biscuit,fflo:FoodCategory,,fflo:hasDefinition,"a small cake of shortened bread, leavened with baking powder or baking soda",xsd:string,,0.95,"refers to a small cake of shortened bread, leavened with baking powder or baking soda"
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,biscuit,fkg:Food,,fkg:hasIngredient,baking powder,fkg:Ingredient,,0.95,leavened with baking powder or baking soda
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,biscuit,fkg:Food,,fkg:hasIngredient,baking soda,fkg:Ingredient,,0.95,leavened with baking powder or baking soda
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Bread-type products,fflo:FoodCategory,,fflo:hasSubcategory,croutons,fflo:FoodCategory,,0.95,"such as croutons, bread stuffing and stuffing mixes"
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Bread-type products,fflo:FoodCategory,,fflo:hasSubcategory,stuffing mixes,fflo:FoodCategory,,0.95,"such as croutons, bread stuffing and stuffing mixes"
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Bread-type products,fflo:FoodCategory,,fflo:hasSubcategory,prepared doughs,fflo:FoodCategory,,0.95,and prepared doughs
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Bread-type products,fflo:FoodCategory,,fflo:hasSubcategory,toasted bread,fflo:FoodCategory,,0.95,toasted bread (rusks)
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Steamed breads and buns,fflo:FoodCategory,,fflo:hasDefinition,wheat,fkg:Ingredient,,0.95,leavened wheat or rice products
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Steamed breads and buns,fkg:Food,,fkg:hasIngredient,rice,fkg:Ingredient,,0.95,leavened wheat or rice products
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Steamed breads and buns,fflo:FoodCategory,,fflo:hasSubcategory,twisted rolls,fflo:FoodCategory,,0.95,such as twisted rolls of various shapes
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Mixes for bread and ordinary bakery wares,fflo:FoodCategory,,fflo:hasDefinition,mixes containing the dry ingredients to which wet ingredients are added to prepare dough,xsd:string,,0.95,Includes all the mixes containing the dry ingredients to which wet ingredients
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Mixes for bread and ordinary bakery wares,fflo:FoodCategory,,fflo:hasDefinition,water,fkg:Ingredient,,0.95,"wet ingredients (e.g. water, milk, oil, butter, and eggs)"
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Mixes for bread and ordinary bakery wares,fflo:FoodCategory,,fkg:hasIngredient,milk,fkg:Ingredient,,0.95,"wet ingredients (e.g. water, milk, oil, butter, and eggs)"
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Mixes for bread and ordinary bakery wares,fkg:Food,,fkg:hasIngredient,oil,fkg:Ingredient,,0.95,"wet ingredients (e.g. water, milk, oil, butter, and eggs)"
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Mixes for bread and ordinary bakery wares,fflo:FoodCategory,,fkg:hasIngredient,butter,fkg:Ingredient,,0.95,"wet ingredients (e.g. water, milk, oil, butter, and eggs)"
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Mixes for bread and ordinary bakery wares,fflo:FoodCategory,,fflo:hasSubcategory,French bread mix,fflo:FoodCategory,,0.95,such as French bread mix
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Mixes for bread and ordinary bakery wares,fflo:FoodCategory,,fflo:hasSubcategory,tin bread mix,fflo:FoodCategory,,0.95,tin bread mix
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Mixes for bread and ordinary bakery wares,fflo:FoodCategory,,fflo:hasSubcategory,panettone mix,fflo:FoodCategory,,0.95,panettone mix
src_pdf_005_chunk_0048,src_pdf_005,markdown/appendix_a_4.md,pdf,48,Fine bakery wares,fflo:FoodCategory,,fflo:hasSubcategory,"Cakes, cookies and pies",fflo:FoodCategory,,0.95,"7.2.1 Cakes, cookies and pies"
src_pdf_001_chunk_0003,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,3,Silver Leaf (Chandi-ka-warq),fkg:Ingredient,,fflo:hasDefinition,"food grade shall be in the form of sheet of uniform thickness, free from creases",xsd:string,,0.95,"be in the form of sheet of uniform thickness, free from creases"
src_pdf_001_chunk_0003,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,3,ev_silver_weight_0001,fflo:PermissibleLimit,,fflo:forProperty,Weight of silver foil,ssn:Property,,0.95,have weight of silver foil upto 2.8 gm/Sq meter
src_pdf_001_chunk_0003,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,pdf,3,ev_silver_weight_0001,fflo:PermissibleLimit,,fflo:hasValue,2.8 gm/Sq meter,fso:Measurement,,0.95,upto 2.8 gm/Sq meter
